scenario	phase	repetition	variant	pair_position	runner_exit	stage	qps	valid	scheduled	sent	received	correct_on_time	correct_late	wrong_response	protocol_error	transport_error	timeout	sender_shortfall	p50_us	p95_us	p99_us	effective_throughput_qps	cpu_ticks	cpu_us_per_correct_query	rss_peak_kib_sampled	host_load_start	host_load_end
w3	main	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	413	842	1336	200	7	116.66666666666667	3152	0.12 0.26 0.27	0.09 0.24 0.26
w3	main	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	264	598	880	400	10	83.33333333333333	3220	0.12 0.26 0.27	0.09 0.24 0.26
w3	main	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	355	687	1083	200	7	116.66666666666667	3220	0.09 0.24 0.26	0.06 0.23 0.25
w3	main	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	267	587	1197	400	10	83.33333333333333	3220	0.09 0.24 0.26	0.06 0.23 0.25
w3	main	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	442	830	1282	200	8	133.33333333333334	3556	0.06 0.23 0.25	0.29 0.27 0.27
w3	main	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	297	659	1246	400	12	100.0	5136	0.06 0.23 0.25	0.29 0.27 0.27
w3	main	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	337	651	948	200	6	100.0	3300	0.29 0.27 0.27	0.29 0.27 0.27
w3	main	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	235	542	864	400	10	83.33333333333333	3368	0.29 0.27 0.27	0.29 0.27 0.27
w3	main	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	402	830	1278	200	7	116.66666666666667	3524	0.29 0.27 0.27	0.49 0.32 0.28
w3	main	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	299	667	1029	400	11	91.66666666666667	5100	0.29 0.27 0.27	0.49 0.32 0.28
w3	main	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	344	677	1247	200	5	83.33333333333333	3244	0.49 0.32 0.28	0.53 0.34 0.29
w3	main	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	262	574	835	400	10	83.33333333333333	3312	0.49 0.32 0.28	0.53 0.34 0.29
w3	main	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	415	827	1588	200	8	133.33333333333334	3624	0.53 0.34 0.29	0.74 0.40 0.31
w3	main	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	320	766	1299	400	14	116.66666666666667	5276	0.53 0.34 0.29	0.74 0.40 0.31
w3	main	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	320	633	802	200	5	83.33333333333333	3228	0.74 0.40 0.31	0.53 0.37 0.30
w3	main	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	257	584	805	400	10	83.33333333333333	3296	0.74 0.40 0.31	0.53 0.37 0.30
w3	main	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	407	860	1482	200	8	133.33333333333334	3300	0.53 0.37 0.30	0.51 0.37 0.31
w3	main	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	310	661	1064	400	12	100.0	3368	0.53 0.37 0.30	0.51 0.37 0.31
