scenario	phase	repetition	variant	pair_position	runner_exit	stage	qps	valid	scheduled	sent	received	correct_on_time	correct_late	wrong_response	protocol_error	transport_error	timeout	sender_shortfall	p50_us	p95_us	p99_us	effective_throughput_qps	cpu_ticks	cpu_us_per_correct_query	rss_peak_kib_sampled	host_load_start	host_load_end
w1-tcp	main	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	286	544	863	200	7	116.66666666666667	3112	0.27 0.35 0.26	0.35 0.36 0.27
w1-tcp	main	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	314	888	1991	400	15	125.0	3116	0.27 0.35 0.26	0.35 0.36 0.27
w1-tcp	main	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	355	850	2020	200	9	150.0	3096	0.35 0.36 0.27	0.60 0.42 0.29
w1-tcp	main	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	304	699	1390	400	17	141.66666666666666	3100	0.35 0.36 0.27	0.60 0.42 0.29
w1-tcp	main	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	337	634	876	200	9	150.0	3456	0.60 0.42 0.29	0.61 0.43 0.29
w1-tcp	main	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	266	582	1199	400	16	133.33333333333334	4912	0.60 0.42 0.29	0.61 0.43 0.29
w1-tcp	main	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	392	818	1580	200	9	150.0	3132	0.61 0.43 0.29	0.64 0.45 0.30
w1-tcp	main	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	256	521	1084	400	15	125.0	3136	0.61 0.43 0.29	0.64 0.45 0.30
w1-tcp	main	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	368	757	1540	200	10	166.66666666666666	3596	0.64 0.45 0.30	0.60 0.45 0.31
w1-tcp	main	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	263	577	1456	400	15	125.0	5024	0.64 0.45 0.30	0.60 0.45 0.31
w1-tcp	main	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	274	532	794	200	7	116.66666666666667	3116	0.60 0.45 0.31	0.51 0.44 0.30
w1-tcp	main	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	206	460	758	400	12	100.0	3120	0.60 0.45 0.31	0.51 0.44 0.30
w1-tcp	main	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	277	546	777	200	8	133.33333333333334	3480	0.51 0.44 0.30	0.69 0.48 0.32
w1-tcp	main	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	201	426	615	400	12	100.0	4924	0.51 0.44 0.30	0.69 0.48 0.32
w1-tcp	main	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	348	676	1224	200	8	133.33333333333334	3036	0.69 0.48 0.32	0.63 0.48 0.33
w1-tcp	main	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	223	508	934	400	13	108.33333333333333	3040	0.69 0.48 0.32	0.63 0.48 0.33
w1-tcp	main	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	264	540	943	200	7	116.66666666666667	2956	0.63 0.48 0.33	0.74 0.52 0.34
w1-tcp	main	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	252	601	1300	400	15	125.0	2960	0.63 0.48 0.33	0.74 0.52 0.34
w2	cold	1	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	167	325	828	200	3	50.0	3276	0.74 0.52 0.34	0.49 0.47 0.33
w2	warm	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	236	516	835	200	4	66.66666666666667	3180	0.74 0.52 0.34	0.49 0.47 0.33
w2	warm	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	116	302	795	400	5	41.666666666666664	3184	0.74 0.52 0.34	0.49 0.47 0.33
w2	cold	1	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	184	415	984	200	3	50.0	3320	0.49 0.47 0.33	0.36 0.44 0.32
w2	warm	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	142	290	415	200	2	33.333333333333336	3224	0.49 0.47 0.33	0.36 0.44 0.32
w2	warm	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	109	284	517	400	4	33.333333333333336	3224	0.49 0.47 0.33	0.36 0.44 0.32
w2	cold	1	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	192	334	668	200	3	50.0	3360	0.36 0.44 0.32	0.22 0.40 0.31
w2	warm	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	172	344	595	200	4	66.66666666666667	3408	0.36 0.44 0.32	0.22 0.40 0.31
w2	warm	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	111	274	452	400	6	50.0	4352	0.36 0.44 0.32	0.22 0.40 0.31
w2	cold	2	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	186	340	663	200	3	50.0	3252	0.22 0.40 0.31	0.13 0.36 0.30
w2	warm	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	164	303	466	200	3	50.0	3300	0.22 0.40 0.31	0.13 0.36 0.30
w2	warm	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	125	288	642	400	6	50.0	3300	0.22 0.40 0.31	0.13 0.36 0.30
w2	cold	2	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	169	322	515	200	3	50.0	3456	0.13 0.36 0.30	0.08 0.33 0.29
w2	warm	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	167	315	412	200	3	50.0	3496	0.13 0.36 0.30	0.08 0.33 0.29
w2	warm	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	115	293	493	400	7	58.333333333333336	4440	0.13 0.36 0.30	0.08 0.33 0.29
w2	cold	2	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	168	325	525	200	2	33.333333333333336	3252	0.08 0.33 0.29	0.05 0.30 0.28
w2	warm	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	154	317	556	200	2	33.333333333333336	3228	0.08 0.33 0.29	0.05 0.30 0.28
w2	warm	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	122	296	607	400	6	50.0	3232	0.08 0.33 0.29	0.05 0.30 0.28
w2	cold	3	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	200	394	1068	200	4	66.66666666666667	3328	0.05 0.30 0.28	0.03 0.27 0.27
w2	warm	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	140	298	484	200	3	50.0	3440	0.05 0.30 0.28	0.03 0.27 0.27
w2	warm	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	104	268	417	400	6	50.0	4384	0.05 0.30 0.28	0.03 0.27 0.27
w2	cold	3	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	184	370	875	200	3	50.0	3212	0.03 0.27 0.27	0.21 0.29 0.28
w2	warm	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	172	530	867	200	4	66.66666666666667	3276	0.03 0.27 0.27	0.21 0.29 0.28
w2	warm	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	100	255	348	400	5	41.666666666666664	3276	0.03 0.27 0.27	0.21 0.29 0.28
w2	cold	3	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	194	340	715	200	3	50.0	3344	0.21 0.29 0.28	0.12 0.26 0.27
w2	warm	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	162	308	465	200	3	50.0	3260	0.21 0.29 0.28	0.12 0.26 0.27
w2	warm	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	100	258	464	400	5	41.666666666666664	3260	0.21 0.29 0.28	0.12 0.26 0.27
