w1-udp	1	go	1
w1-udp	1	rust	2
w1-udp	2	rust	1
w1-udp	2	go	2
w1-udp	3	go	1
w1-udp	3	rust	2
w1-tcp	1	go	1
w1-tcp	1	rust	2
w1-tcp	2	rust	1
w1-tcp	2	go	2
w1-tcp	3	go	1
w1-tcp	3	rust	2
w2	1	go	1
w2	1	rust	2
w2	2	rust	1
w2	2	go	2
w2	3	go	1
w2	3	rust	2
w3	1	go	1
w3	1	rust	2
w3	2	rust	1
w3	2	go	2
w3	3	go	1
w3	3	rust	2
