scenario	repetition	candidate	run_id	stage	target_qps	runner_exit	stage_invalid_reason	scheduled	sent	received	correct_on_time	w1_positive_forward_delta	w1_negative_forward_delta	w2_cache_a_miss_delta	w2_cache_b_miss_delta	w3_domain_hit_sent	w3_ip_rule_hit_sent	w3_ip_rule_miss_sent	w3_route_a_legs_expected	w3_route_a_legs_observed	w3_route_b_legs_expected	w3_route_b_legs_observed	w3_route_c_legs_expected	w3_route_c_legs_observed	w3_route_legs_expected	w3_route_legs_observed	w3_route_legs_match	source_evidence_sha256	source_files
w1-tcp	3	go	w1-tcp-official-20260923T200122Z-68579	common-load	400	1		1200	1200	1200	1200	800	400															721632acb4f6d91abdb9a67c7a9cfcb0213048e796178903e9accc4361a5c09c	attempt-status.tsv;w1-tcp/repetition-3/go/.run.QHEBlt/counter-before-common-load.json;w1-tcp/repetition-3/go/.run.QHEBlt/counter-before-near-saturation.json;w1-tcp/repetition-3/go/fixture-forward.json;w1-tcp/repetition-3/go/invalid-stages.tsv;w1-tcp/repetition-3/go/stages.jsonl
w1-tcp	3	go	w1-tcp-official-20260923T200122Z-68579	near-saturation	800	1		2400	2400	2400	2400	1600	800															0e6ffd1a344018e248925916257bec91cf4a85878f597b292ea77817e08ebe9f	attempt-status.tsv;w1-tcp/repetition-3/go/.run.QHEBlt/counter-before-near-saturation.json;w1-tcp/repetition-3/go/.run.QHEBlt/counter-before-overload.json;w1-tcp/repetition-3/go/fixture-forward.json;w1-tcp/repetition-3/go/invalid-stages.tsv;w1-tcp/repetition-3/go/stages.jsonl
w1-tcp	3	go	w1-tcp-official-20260923T200122Z-68579	overload	1000	1		3000	3000	3000	3000	2000	1000															9805783a6cf372635b247222c8284daea0beccf172eecb0479784ed19a650e04	attempt-status.tsv;w1-tcp/repetition-3/go/.run.QHEBlt/counter-before-overload.json;w1-tcp/repetition-3/go/.run.QHEBlt/counter-before-recovery.json;w1-tcp/repetition-3/go/fixture-forward.json;w1-tcp/repetition-3/go/invalid-stages.tsv;w1-tcp/repetition-3/go/stages.jsonl
w1-tcp	3	go	w1-tcp-official-20260923T200122Z-68579	recovery	200	1	same-process recovery criteria failed	600	600	600	600	400	200															b9cf0775f52262dc23616cfd13d6ef6a604c91c3525813cb27ec3d1fffdbf4e8	attempt-status.tsv;w1-tcp/repetition-3/go/.run.QHEBlt/counter-before-recovery.json;w1-tcp/repetition-3/go/fixture-forward.json;w1-tcp/repetition-3/go/invalid-stages.tsv;w1-tcp/repetition-3/go/stages.jsonl
w1-tcp	3	rust	w1-tcp-official-20260923T200141Z-68909	normal-reference	200	0		600	600	600	600	400	200															8000ccade78b179df8e2aebfb95e896cdb637bdb365c9b9392705a00fe9eb4c9	attempt-status.tsv;w1-tcp/repetition-3/rust/.run.X59Uv5/counter-before-common-load.json;w1-tcp/repetition-3/rust/.run.X59Uv5/counter-before-normal-reference.json;w1-tcp/repetition-3/rust/fixture-forward.json;w1-tcp/repetition-3/rust/stages.jsonl
w1-tcp	3	rust	w1-tcp-official-20260923T200141Z-68909	common-load	400	0		1200	1200	1200	1200	800	400															7199810d5518bcf5f69934323f037ada39facf12fce7cda6ba5520d49d1f89e4	attempt-status.tsv;w1-tcp/repetition-3/rust/.run.X59Uv5/counter-before-common-load.json;w1-tcp/repetition-3/rust/.run.X59Uv5/counter-before-near-saturation.json;w1-tcp/repetition-3/rust/fixture-forward.json;w1-tcp/repetition-3/rust/stages.jsonl
w1-tcp	3	rust	w1-tcp-official-20260923T200141Z-68909	near-saturation	800	0		2400	2400	2400	2400	1600	800															4dc8814215f8c206050a0c0bd9796b256438d2fd967500349062c4eb3ac6d914	attempt-status.tsv;w1-tcp/repetition-3/rust/.run.X59Uv5/counter-before-near-saturation.json;w1-tcp/repetition-3/rust/.run.X59Uv5/counter-before-overload.json;w1-tcp/repetition-3/rust/fixture-forward.json;w1-tcp/repetition-3/rust/stages.jsonl
w1-tcp	3	rust	w1-tcp-official-20260923T200141Z-68909	overload	1000	0		3000	3000	3000	3000	2000	1000															c8b5567a921dada4f719ffad9dd7ed8277ee4c1a69a0b312670396bcdca7cd84	attempt-status.tsv;w1-tcp/repetition-3/rust/.run.X59Uv5/counter-before-overload.json;w1-tcp/repetition-3/rust/.run.X59Uv5/counter-before-recovery.json;w1-tcp/repetition-3/rust/fixture-forward.json;w1-tcp/repetition-3/rust/stages.jsonl
w1-tcp	3	rust	w1-tcp-official-20260923T200141Z-68909	recovery	200	0		600	600	600	600	400	200															3e83f0ebb0e36fe266ba1a2b2c81f1be3342bb34af11d108d28e4a0c4314db38	attempt-status.tsv;w1-tcp/repetition-3/rust/.run.X59Uv5/counter-before-recovery.json;w1-tcp/repetition-3/rust/fixture-forward.json;w1-tcp/repetition-3/rust/stages.jsonl
w2	1	go	w2-official-20260923T200200Z-69221-w2-cold	official-w2-cold	200	1		600	600	600	600			1	1													a1b2b5209b9066f26402adcf84f6b45d3106475c65107b501c7e5c02f1e26232	attempt-status.tsv;w2/repetition-1/go/.run.5Ab1Yo/counter-before-official-w2-cold.json;w2/repetition-1/go/invalid-stages.tsv;w2/repetition-1/go/w2-cold/fixture-cache.json;w2/repetition-1/go/w2-cold/stages.jsonl
w2	1	go	w2-official-20260923T200200Z-69221-w2-warm	warm-prefill	200	1		2	2	2	2			1	1													49d74df92630ef2d33443caa9c39d6e1f87a64aae04770aa9377e066a2380ae1	attempt-status.tsv;w2/repetition-1/go/.run.5Ab1Yo/w2-prefill-before-counter.json;w2/repetition-1/go/.run.5Ab1Yo/w2-prefill-counter.json;w2/repetition-1/go/invalid-stages.tsv;w2/repetition-1/go/w2-warm/prefill/stages.jsonl
w2	1	go	w2-official-20260923T200200Z-69221-w2-warm	normal-reference	200	1		600	600	600	600			0	0													9020f8c9571af0c6716552b74fe7f03af87d2685e33513cb22520b5815ef8adf	attempt-status.tsv;w2/repetition-1/go/.run.5Ab1Yo/counter-before-common-load.json;w2/repetition-1/go/.run.5Ab1Yo/counter-before-normal-reference.json;w2/repetition-1/go/invalid-stages.tsv;w2/repetition-1/go/w2-warm/fixture-cache.json;w2/repetition-1/go/w2-warm/stages.jsonl
w2	1	go	w2-official-20260923T200200Z-69221-w2-warm	common-load	400	1		1200	1200	1200	1200			0	0													760c5a0fb4f78aa4ec5e02835e306e0809110d23a9b6c4048e42221873d1b596	attempt-status.tsv;w2/repetition-1/go/.run.5Ab1Yo/counter-before-common-load.json;w2/repetition-1/go/.run.5Ab1Yo/counter-before-near-saturation.json;w2/repetition-1/go/invalid-stages.tsv;w2/repetition-1/go/w2-warm/fixture-cache.json;w2/repetition-1/go/w2-warm/stages.jsonl
w2	1	go	w2-official-20260923T200200Z-69221-w2-warm	near-saturation	800	1		2400	2400	2400	2400			0	0													cc65dcff718b0b14abdb16cddd8708865b06c0f72a622ac945bbe3b1e3e4c3f4	attempt-status.tsv;w2/repetition-1/go/.run.5Ab1Yo/counter-before-near-saturation.json;w2/repetition-1/go/.run.5Ab1Yo/counter-before-overload.json;w2/repetition-1/go/invalid-stages.tsv;w2/repetition-1/go/w2-warm/fixture-cache.json;w2/repetition-1/go/w2-warm/stages.jsonl
w2	1	go	w2-official-20260923T200200Z-69221-w2-warm	overload	1000	1		3000	3000	3000	3000			0	0													0e81cf4048d1b60d2e0ae6ae427a5e5a478b9ae785d9b629fbf71051ec091d80	attempt-status.tsv;w2/repetition-1/go/.run.5Ab1Yo/counter-before-overload.json;w2/repetition-1/go/.run.5Ab1Yo/counter-before-recovery.json;w2/repetition-1/go/invalid-stages.tsv;w2/repetition-1/go/w2-warm/fixture-cache.json;w2/repetition-1/go/w2-warm/stages.jsonl
w2	1	go	w2-official-20260923T200200Z-69221-w2-warm	recovery	200	1	same-process recovery criteria failed	600	600	600	600			0	0													5f18beebf1e67cfcb57913f8a380524d9e5288cc106fd6a71815b53e5e08800b	attempt-status.tsv;w2/repetition-1/go/.run.5Ab1Yo/counter-before-recovery.json;w2/repetition-1/go/invalid-stages.tsv;w2/repetition-1/go/w2-warm/fixture-cache.json;w2/repetition-1/go/w2-warm/stages.jsonl
w2	1	rust	w2-official-20260923T200229Z-69666-w2-cold	official-w2-cold	200	1		600	600	600	600			1	1													e0c3f0675bfae1f46a342a3b0e49d2544a87088432d79998450e44b5548779ef	attempt-status.tsv;w2/repetition-1/rust/.run.vkHZX0/counter-before-official-w2-cold.json;w2/repetition-1/rust/invalid-stages.tsv;w2/repetition-1/rust/w2-cold/fixture-cache.json;w2/repetition-1/rust/w2-cold/stages.jsonl
w2	1	rust	w2-official-20260923T200229Z-69666-w2-warm	warm-prefill	200	1		2	2	2	2			1	1													c40821f40926039682f8cc3e71ace1baa03cfc492cc1ceefddf7820a782d612d	attempt-status.tsv;w2/repetition-1/rust/.run.vkHZX0/w2-prefill-before-counter.json;w2/repetition-1/rust/.run.vkHZX0/w2-prefill-counter.json;w2/repetition-1/rust/invalid-stages.tsv;w2/repetition-1/rust/w2-warm/prefill/stages.jsonl
w2	1	rust	w2-official-20260923T200229Z-69666-w2-warm	normal-reference	200	1		600	600	600	600			0	0													260b1101c37e302dcf0e8b861c66cd4eef7bd2c9850acb5a089c582c47c9c422	attempt-status.tsv;w2/repetition-1/rust/.run.vkHZX0/counter-before-common-load.json;w2/repetition-1/rust/.run.vkHZX0/counter-before-normal-reference.json;w2/repetition-1/rust/invalid-stages.tsv;w2/repetition-1/rust/w2-warm/fixture-cache.json;w2/repetition-1/rust/w2-warm/stages.jsonl
w2	1	rust	w2-official-20260923T200229Z-69666-w2-warm	common-load	400	1		1200	1200	1200	1200			0	0													14f28ed9f405b471018175f92cd1c23961b2e8d2a5b880fdea8ffa67ef6c8943	attempt-status.tsv;w2/repetition-1/rust/.run.vkHZX0/counter-before-common-load.json;w2/repetition-1/rust/.run.vkHZX0/counter-before-near-saturation.json;w2/repetition-1/rust/invalid-stages.tsv;w2/repetition-1/rust/w2-warm/fixture-cache.json;w2/repetition-1/rust/w2-warm/stages.jsonl
w2	1	rust	w2-official-20260923T200229Z-69666-w2-warm	near-saturation	800	1		2400	2400	2400	2400			0	0													d9c4ffb6e303b4260215b9d3e4e3a9e6ca3da799dca2502c70d5691771fd58ff	attempt-status.tsv;w2/repetition-1/rust/.run.vkHZX0/counter-before-near-saturation.json;w2/repetition-1/rust/.run.vkHZX0/counter-before-overload.json;w2/repetition-1/rust/invalid-stages.tsv;w2/repetition-1/rust/w2-warm/fixture-cache.json;w2/repetition-1/rust/w2-warm/stages.jsonl
w2	1	rust	w2-official-20260923T200229Z-69666-w2-warm	overload	1000	1	sender shortfall or scheduled query not sent	2999	2999	2999	2999			0	0													1abcd595eb9bdd1ecd931804c40c5a0af242b2dc184c157c94b2292d79b5c383	attempt-status.tsv;w2/repetition-1/rust/.run.vkHZX0/counter-before-overload.json;w2/repetition-1/rust/.run.vkHZX0/counter-before-recovery.json;w2/repetition-1/rust/invalid-stages.tsv;w2/repetition-1/rust/w2-warm/fixture-cache.json;w2/repetition-1/rust/w2-warm/stages.jsonl
w2	1	rust	w2-official-20260923T200229Z-69666-w2-warm	recovery	200	1	same-process recovery criteria failed	600	600	600	600			0	0													1bce8c5d0ce4b5dfc7afa3720cb9e0ed716aca841866f5bca315cee1418fe8e0	attempt-status.tsv;w2/repetition-1/rust/.run.vkHZX0/counter-before-recovery.json;w2/repetition-1/rust/invalid-stages.tsv;w2/repetition-1/rust/w2-warm/fixture-cache.json;w2/repetition-1/rust/w2-warm/stages.jsonl
w2	2	go	w2-official-20260923T200327Z-70511-w2-cold	official-w2-cold	200	0		600	600	600	600			1	1													c5bd00525812b0f43153d802579651eab7ccda8b2b1b45ba90852b43a1d15469	attempt-status.tsv;w2/repetition-2/go/.run.O8Uunq/counter-before-official-w2-cold.json;w2/repetition-2/go/w2-cold/fixture-cache.json;w2/repetition-2/go/w2-cold/stages.jsonl
w2	2	go	w2-official-20260923T200327Z-70511-w2-warm	warm-prefill	200	0		2	2	2	2			1	1													505e8bc411d2bb4ddc69bd77e5378d5bc038ae9e2e1bce0cf8d6d35adf9c7475	attempt-status.tsv;w2/repetition-2/go/.run.O8Uunq/w2-prefill-before-counter.json;w2/repetition-2/go/.run.O8Uunq/w2-prefill-counter.json;w2/repetition-2/go/w2-warm/prefill/stages.jsonl
w2	2	go	w2-official-20260923T200327Z-70511-w2-warm	normal-reference	200	0		600	600	600	600			0	0													a958657dd1d15f447952ebeaba230cbb460280d2b1435cea2d2b12c0290810dd	attempt-status.tsv;w2/repetition-2/go/.run.O8Uunq/counter-before-common-load.json;w2/repetition-2/go/.run.O8Uunq/counter-before-normal-reference.json;w2/repetition-2/go/w2-warm/fixture-cache.json;w2/repetition-2/go/w2-warm/stages.jsonl
w2	2	go	w2-official-20260923T200327Z-70511-w2-warm	common-load	400	0		1200	1200	1200	1200			0	0													b7f18f5eb10db989c706cc6cb899340a6f179d6036fda35b48bd7862788d5416	attempt-status.tsv;w2/repetition-2/go/.run.O8Uunq/counter-before-common-load.json;w2/repetition-2/go/.run.O8Uunq/counter-before-near-saturation.json;w2/repetition-2/go/w2-warm/fixture-cache.json;w2/repetition-2/go/w2-warm/stages.jsonl
w2	2	go	w2-official-20260923T200327Z-70511-w2-warm	near-saturation	800	0		2400	2400	2400	2400			0	0													82478b04b5b64ce023af9f8e69814d180fdc50e0c2c15a64d9850545a6bf0fc6	attempt-status.tsv;w2/repetition-2/go/.run.O8Uunq/counter-before-near-saturation.json;w2/repetition-2/go/.run.O8Uunq/counter-before-overload.json;w2/repetition-2/go/w2-warm/fixture-cache.json;w2/repetition-2/go/w2-warm/stages.jsonl
w2	2	go	w2-official-20260923T200327Z-70511-w2-warm	overload	1000	0		3000	3000	3000	3000			0	0													0fc9e131bdc9899c780cec7ee868aed9fd080bedcf64ade1810d644276c8a337	attempt-status.tsv;w2/repetition-2/go/.run.O8Uunq/counter-before-overload.json;w2/repetition-2/go/.run.O8Uunq/counter-before-recovery.json;w2/repetition-2/go/w2-warm/fixture-cache.json;w2/repetition-2/go/w2-warm/stages.jsonl
w2	2	go	w2-official-20260923T200327Z-70511-w2-warm	recovery	200	0		600	600	600	600			0	0													3008374d833f214abb25feb97e223c327dae6700a591916d7a1bdb6569da970d	attempt-status.tsv;w2/repetition-2/go/.run.O8Uunq/counter-before-recovery.json;w2/repetition-2/go/w2-warm/fixture-cache.json;w2/repetition-2/go/w2-warm/stages.jsonl
w2	2	rust	w2-official-20260923T200258Z-70088-w2-cold	official-w2-cold	200	1		600	600	600	600			1	1													d909f3f3c121800b167284d09841952a576e36f306c83ed322afc8799b76ee2a	attempt-status.tsv;w2/repetition-2/rust/.run.mMgc8M/counter-before-official-w2-cold.json;w2/repetition-2/rust/invalid-stages.tsv;w2/repetition-2/rust/w2-cold/fixture-cache.json;w2/repetition-2/rust/w2-cold/stages.jsonl
w2	2	rust	w2-official-20260923T200258Z-70088-w2-warm	warm-prefill	200	1		2	2	2	2			1	1													9e6abbfdb97f2b9e06e505c2771e2ecb90a2817e648171afbf4e2a05fd7ea0f7	attempt-status.tsv;w2/repetition-2/rust/.run.mMgc8M/w2-prefill-before-counter.json;w2/repetition-2/rust/.run.mMgc8M/w2-prefill-counter.json;w2/repetition-2/rust/invalid-stages.tsv;w2/repetition-2/rust/w2-warm/prefill/stages.jsonl
w2	2	rust	w2-official-20260923T200258Z-70088-w2-warm	normal-reference	200	1		600	600	600	600			0	0													9cbcd448e5b4abe9c006e3f6bc18683f3c191a674ee67188e9f56f2c9d265ae9	attempt-status.tsv;w2/repetition-2/rust/.run.mMgc8M/counter-before-common-load.json;w2/repetition-2/rust/.run.mMgc8M/counter-before-normal-reference.json;w2/repetition-2/rust/invalid-stages.tsv;w2/repetition-2/rust/w2-warm/fixture-cache.json;w2/repetition-2/rust/w2-warm/stages.jsonl
w2	2	rust	w2-official-20260923T200258Z-70088-w2-warm	common-load	400	1		1200	1200	1200	1200			0	0													2ab918f746c2b903437dc59cd970041dfc0ce03b520890920ca4ea862857dbdb	attempt-status.tsv;w2/repetition-2/rust/.run.mMgc8M/counter-before-common-load.json;w2/repetition-2/rust/.run.mMgc8M/counter-before-near-saturation.json;w2/repetition-2/rust/invalid-stages.tsv;w2/repetition-2/rust/w2-warm/fixture-cache.json;w2/repetition-2/rust/w2-warm/stages.jsonl
w2	2	rust	w2-official-20260923T200258Z-70088-w2-warm	near-saturation	800	1	sender shortfall or scheduled query not sent	2399	2399	2399	2399			0	0													35ca78b3e7e5c5a9274c6180040462c5807f2b3b1ceca03b221ec874cae7dfb0	attempt-status.tsv;w2/repetition-2/rust/.run.mMgc8M/counter-before-near-saturation.json;w2/repetition-2/rust/.run.mMgc8M/counter-before-overload.json;w2/repetition-2/rust/invalid-stages.tsv;w2/repetition-2/rust/w2-warm/fixture-cache.json;w2/repetition-2/rust/w2-warm/stages.jsonl
w2	2	rust	w2-official-20260923T200258Z-70088-w2-warm	overload	1000	1		3000	3000	3000	3000			0	0													f2983a33869dce928361b1a14489d5242c70db7f1b05ff9583a9a218b56fe37d	attempt-status.tsv;w2/repetition-2/rust/.run.mMgc8M/counter-before-overload.json;w2/repetition-2/rust/.run.mMgc8M/counter-before-recovery.json;w2/repetition-2/rust/invalid-stages.tsv;w2/repetition-2/rust/w2-warm/fixture-cache.json;w2/repetition-2/rust/w2-warm/stages.jsonl
w2	2	rust	w2-official-20260923T200258Z-70088-w2-warm	recovery	200	1	same-process recovery criteria failed	600	600	600	600			0	0													097b6da65246ca9a220c16e1390f8add89f47ff7a195d6f71e0cdc2432ddd72c	attempt-status.tsv;w2/repetition-2/rust/.run.mMgc8M/counter-before-recovery.json;w2/repetition-2/rust/invalid-stages.tsv;w2/repetition-2/rust/w2-warm/fixture-cache.json;w2/repetition-2/rust/w2-warm/stages.jsonl
w2	3	go	w2-official-20260923T200356Z-70950-w2-cold	official-w2-cold	200	0		600	600	600	600			1	1													880326b1971bb71e4140d5e7398f3990d8de089c5fb5336e05c8796f44993ef8	attempt-status.tsv;w2/repetition-3/go/.run.gg4o7V/counter-before-official-w2-cold.json;w2/repetition-3/go/w2-cold/fixture-cache.json;w2/repetition-3/go/w2-cold/stages.jsonl
w2	3	go	w2-official-20260923T200356Z-70950-w2-warm	warm-prefill	200	0		2	2	2	2			1	1													b8c489b758c3897449a8b2357a00043eb369fcae7cd801ef145be6dcca50c728	attempt-status.tsv;w2/repetition-3/go/.run.gg4o7V/w2-prefill-before-counter.json;w2/repetition-3/go/.run.gg4o7V/w2-prefill-counter.json;w2/repetition-3/go/w2-warm/prefill/stages.jsonl
w2	3	go	w2-official-20260923T200356Z-70950-w2-warm	normal-reference	200	0		600	600	600	600			0	0													2b2db228ec4aeed47188a8e92a9d03e20746c78c4ee9f0e9b02fc2b2cdb428a5	attempt-status.tsv;w2/repetition-3/go/.run.gg4o7V/counter-before-common-load.json;w2/repetition-3/go/.run.gg4o7V/counter-before-normal-reference.json;w2/repetition-3/go/w2-warm/fixture-cache.json;w2/repetition-3/go/w2-warm/stages.jsonl
w2	3	go	w2-official-20260923T200356Z-70950-w2-warm	common-load	400	0		1200	1200	1200	1200			0	0													391ddb289f370e14a665077b1494b9acc4155d06c48ef05e54f75d0d05b71c54	attempt-status.tsv;w2/repetition-3/go/.run.gg4o7V/counter-before-common-load.json;w2/repetition-3/go/.run.gg4o7V/counter-before-near-saturation.json;w2/repetition-3/go/w2-warm/fixture-cache.json;w2/repetition-3/go/w2-warm/stages.jsonl
w2	3	go	w2-official-20260923T200356Z-70950-w2-warm	near-saturation	800	0		2400	2400	2400	2400			0	0													332f67457889372cc311060e758b0bed310e3aeb021c164c19b47f49f987c505	attempt-status.tsv;w2/repetition-3/go/.run.gg4o7V/counter-before-near-saturation.json;w2/repetition-3/go/.run.gg4o7V/counter-before-overload.json;w2/repetition-3/go/w2-warm/fixture-cache.json;w2/repetition-3/go/w2-warm/stages.jsonl
w2	3	go	w2-official-20260923T200356Z-70950-w2-warm	overload	1000	0		3000	3000	3000	3000			0	0													f006c705e3d9932f743184bf6d05b62ed4a5e38c43eb61b0d03a1f6efc07a117	attempt-status.tsv;w2/repetition-3/go/.run.gg4o7V/counter-before-overload.json;w2/repetition-3/go/.run.gg4o7V/counter-before-recovery.json;w2/repetition-3/go/w2-warm/fixture-cache.json;w2/repetition-3/go/w2-warm/stages.jsonl
w2	3	go	w2-official-20260923T200356Z-70950-w2-warm	recovery	200	0		600	600	600	600			0	0													122a72350f439d5ca224c0e76f1b8b82dfbdce737beee0716ee09914f1a42b3d	attempt-status.tsv;w2/repetition-3/go/.run.gg4o7V/counter-before-recovery.json;w2/repetition-3/go/w2-warm/fixture-cache.json;w2/repetition-3/go/w2-warm/stages.jsonl
w2	3	rust	w2-official-20260923T200424Z-71397-w2-cold	official-w2-cold	200	0		600	600	600	600			1	1													d3589e322cacbb354b0e2aac2ad145ec4d3f0a01e050b209ba77e32ae5fc7fee	attempt-status.tsv;w2/repetition-3/rust/.run.DoUH1K/counter-before-official-w2-cold.json;w2/repetition-3/rust/w2-cold/fixture-cache.json;w2/repetition-3/rust/w2-cold/stages.jsonl
w2	3	rust	w2-official-20260923T200424Z-71397-w2-warm	warm-prefill	200	0		2	2	2	2			1	1													2f45c82496742b6e7b88e8db14758e5aac65c40ade3ab6ff02ade771bf7e093f	attempt-status.tsv;w2/repetition-3/rust/.run.DoUH1K/w2-prefill-before-counter.json;w2/repetition-3/rust/.run.DoUH1K/w2-prefill-counter.json;w2/repetition-3/rust/w2-warm/prefill/stages.jsonl
w2	3	rust	w2-official-20260923T200424Z-71397-w2-warm	normal-reference	200	0		600	600	600	600			0	0													598070bcab970185d436e1db6e4c99e53620e8c4af716f0d01b0b4230b2feae0	attempt-status.tsv;w2/repetition-3/rust/.run.DoUH1K/counter-before-common-load.json;w2/repetition-3/rust/.run.DoUH1K/counter-before-normal-reference.json;w2/repetition-3/rust/w2-warm/fixture-cache.json;w2/repetition-3/rust/w2-warm/stages.jsonl
w2	3	rust	w2-official-20260923T200424Z-71397-w2-warm	common-load	400	0		1200	1200	1200	1200			0	0													d3dcd01f474d1705c06840c15b77e01b649159bda75e095de5d2f0bc7b73c321	attempt-status.tsv;w2/repetition-3/rust/.run.DoUH1K/counter-before-common-load.json;w2/repetition-3/rust/.run.DoUH1K/counter-before-near-saturation.json;w2/repetition-3/rust/w2-warm/fixture-cache.json;w2/repetition-3/rust/w2-warm/stages.jsonl
w2	3	rust	w2-official-20260923T200424Z-71397-w2-warm	near-saturation	800	0		2400	2400	2400	2400			0	0													11d04a545e55e8861f4025ebadf420b1d6b153ecef8e2bb0eabb4ee34f1488f9	attempt-status.tsv;w2/repetition-3/rust/.run.DoUH1K/counter-before-near-saturation.json;w2/repetition-3/rust/.run.DoUH1K/counter-before-overload.json;w2/repetition-3/rust/w2-warm/fixture-cache.json;w2/repetition-3/rust/w2-warm/stages.jsonl
w2	3	rust	w2-official-20260923T200424Z-71397-w2-warm	overload	1000	0		3000	3000	3000	3000			0	0													e62f17dd5750a56c07430e24757077e7aac516006ed6b1b7d4038298c3afa1a9	attempt-status.tsv;w2/repetition-3/rust/.run.DoUH1K/counter-before-overload.json;w2/repetition-3/rust/.run.DoUH1K/counter-before-recovery.json;w2/repetition-3/rust/w2-warm/fixture-cache.json;w2/repetition-3/rust/w2-warm/stages.jsonl
w2	3	rust	w2-official-20260923T200424Z-71397-w2-warm	recovery	200	0		600	600	600	600			0	0													8b1f777a699c383f6b9122e43dc08f6739b394282575ab80d64a134c7734d562	attempt-status.tsv;w2/repetition-3/rust/.run.DoUH1K/counter-before-recovery.json;w2/repetition-3/rust/w2-warm/fixture-cache.json;w2/repetition-3/rust/w2-warm/stages.jsonl
w3	1	go	w3-official-20260923T200453Z-71827	normal-reference	200	0		600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	69e5d81a08b7061eebe83eb481cf1f18c3f7c6c5de9d813121fb3db72508750d	attempt-status.tsv;w3/repetition-1/go/.run.dND60W/routing-events.jsonl;w3/repetition-1/go/requests.jsonl;w3/repetition-1/go/stages.jsonl
w3	1	go	w3-official-20260923T200453Z-71827	common-load	400	0		1200	1200	1200	1200					400	400	400	800	800	800	800	400	400	2000	2000	true	69e5d81a08b7061eebe83eb481cf1f18c3f7c6c5de9d813121fb3db72508750d	attempt-status.tsv;w3/repetition-1/go/.run.dND60W/routing-events.jsonl;w3/repetition-1/go/requests.jsonl;w3/repetition-1/go/stages.jsonl
w3	1	go	w3-official-20260923T200453Z-71827	near-saturation	800	0		2400	2400	2400	2400					800	800	800	1600	1600	1600	1600	800	800	4000	4000	true	69e5d81a08b7061eebe83eb481cf1f18c3f7c6c5de9d813121fb3db72508750d	attempt-status.tsv;w3/repetition-1/go/.run.dND60W/routing-events.jsonl;w3/repetition-1/go/requests.jsonl;w3/repetition-1/go/stages.jsonl
w3	1	go	w3-official-20260923T200453Z-71827	overload	1000	0		3000	3000	3000	3000					1000	1000	1000	2000	2000	2000	2000	1000	1000	5000	5000	true	69e5d81a08b7061eebe83eb481cf1f18c3f7c6c5de9d813121fb3db72508750d	attempt-status.tsv;w3/repetition-1/go/.run.dND60W/routing-events.jsonl;w3/repetition-1/go/requests.jsonl;w3/repetition-1/go/stages.jsonl
w3	1	go	w3-official-20260923T200453Z-71827	recovery	200	0		600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	69e5d81a08b7061eebe83eb481cf1f18c3f7c6c5de9d813121fb3db72508750d	attempt-status.tsv;w3/repetition-1/go/.run.dND60W/routing-events.jsonl;w3/repetition-1/go/requests.jsonl;w3/repetition-1/go/stages.jsonl
w3	1	rust	w3-official-20260923T200515Z-72213	normal-reference	200	1		600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	7b37f5c31def7af5d2c03495407a23b25ad7ec20b2a27ac938df14a68b6ba415	attempt-status.tsv;w3/repetition-1/rust/.run.bTOK8O/routing-events.jsonl;w3/repetition-1/rust/invalid-stages.tsv;w3/repetition-1/rust/requests.jsonl;w3/repetition-1/rust/stages.jsonl
w3	1	rust	w3-official-20260923T200515Z-72213	common-load	400	1		1200	1200	1200	1200					400	400	400	800	800	800	800	400	400	2000	2000	true	7b37f5c31def7af5d2c03495407a23b25ad7ec20b2a27ac938df14a68b6ba415	attempt-status.tsv;w3/repetition-1/rust/.run.bTOK8O/routing-events.jsonl;w3/repetition-1/rust/invalid-stages.tsv;w3/repetition-1/rust/requests.jsonl;w3/repetition-1/rust/stages.jsonl
w3	1	rust	w3-official-20260923T200515Z-72213	near-saturation	800	1		2400	2400	2400	2400					800	800	800	1600	1600	1600	1600	800	800	4000	4000	true	7b37f5c31def7af5d2c03495407a23b25ad7ec20b2a27ac938df14a68b6ba415	attempt-status.tsv;w3/repetition-1/rust/.run.bTOK8O/routing-events.jsonl;w3/repetition-1/rust/invalid-stages.tsv;w3/repetition-1/rust/requests.jsonl;w3/repetition-1/rust/stages.jsonl
w3	1	rust	w3-official-20260923T200515Z-72213	overload	1000	1	sender shortfall or scheduled query not sent	2999	2999	2999	2999					1000	1000	999	2000	2000	1999	1999	999	999	4998	4998	true	7b37f5c31def7af5d2c03495407a23b25ad7ec20b2a27ac938df14a68b6ba415	attempt-status.tsv;w3/repetition-1/rust/.run.bTOK8O/routing-events.jsonl;w3/repetition-1/rust/invalid-stages.tsv;w3/repetition-1/rust/requests.jsonl;w3/repetition-1/rust/stages.jsonl
