scenario	phase	repetition	variant	pair_position	runner_exit	stage	qps	valid	scheduled	sent	received	correct_on_time	correct_late	wrong_response	protocol_error	transport_error	timeout	sender_shortfall	p50_us	p95_us	p99_us	effective_throughput_qps	cpu_ticks	cpu_us_per_correct_query	rss_peak_kib_sampled	host_load_start	host_load_end
w2	warm	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	174	329	563	200	3	50.0	3280	0.44 0.21 0.13	0.27 0.19 0.12
w2	warm	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	95	233	375	400	5	41.666666666666664	3280	0.44 0.21 0.13	0.27 0.19 0.12
w2	cold	2	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	164	309	665	200	3	50.0	3272	0.27 0.19 0.12	0.16 0.17 0.11
w2	warm	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	208	657	1177	200	3	50.0	3260	0.27 0.19 0.12	0.16 0.17 0.11
w2	warm	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	93	233	345	400	5	41.666666666666664	3260	0.27 0.19 0.12	0.16 0.17 0.11
w2	cold	2	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	149	298	408	200	3	50.0	3248	0.16 0.17 0.11	0.10 0.15 0.11
w2	warm	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	174	339	547	200	3	50.0	3124	0.16 0.17 0.11	0.10 0.15 0.11
w2	warm	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	93	229	316	400	4	33.333333333333336	3124	0.16 0.17 0.11	0.10 0.15 0.11
w2	cold	3	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	148	292	347	200	2	33.333333333333336	3200	0.10 0.15 0.11	0.11 0.15 0.11
w2	warm	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	194	357	611	200	3	50.0	3164	0.10 0.15 0.11	0.11 0.15 0.11
w2	warm	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	110	253	380	400	5	41.666666666666664	3164	0.10 0.15 0.11	0.11 0.15 0.11
w2	cold	3	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	171	332	458	200	3	50.0	3160	0.11 0.15 0.11	0.14 0.15 0.11
