scenario	phase	repetition	variant	pair_position	runner_exit	stage	qps	valid	scheduled	sent	received	correct_on_time	correct_late	wrong_response	protocol_error	transport_error	timeout	sender_shortfall	p50_us	p95_us	p99_us	effective_throughput_qps	cpu_ticks	cpu_us_per_correct_query	rss_peak_kib_sampled	host_load_start	host_load_end
w1-tcp	main	1	before_off	1	1	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	274	503	713	200	7	116.66666666666667	3060	0.12 0.30 0.21	0.33 0.34 0.22
w1-tcp	main	1	before_off	1	1	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	191	416	585	400	11	91.66666666666667	3064	0.12 0.30 0.21	0.33 0.34 0.22
w1-tcp	main	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	295	550	1235	200	8	133.33333333333334	3064	0.33 0.34 0.22	0.24 0.31 0.22
w1-tcp	main	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	210	461	695	400	13	108.33333333333333	3064	0.33 0.34 0.22	0.24 0.31 0.22
w1-tcp	main	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	318	603	1022	200	8	133.33333333333334	3544	0.24 0.31 0.22	0.31 0.33 0.22
w1-tcp	main	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	255	626	1786	400	14	116.66666666666667	5272	0.24 0.31 0.22	0.31 0.33 0.22
w1-tcp	main	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	270	523	704	200	7	116.66666666666667	3208	0.31 0.33 0.22	0.22 0.30 0.22
w1-tcp	main	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	217	478	797	400	12	100.0	3208	0.31 0.33 0.22	0.22 0.30 0.22
w1-tcp	main	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	290	540	681	200	8	133.33333333333334	3660	0.22 0.30 0.22	0.17 0.29 0.21
w1-tcp	main	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	197	438	637	400	12	100.0	5388	0.22 0.30 0.22	0.17 0.29 0.21
w1-tcp	main	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	342	687	1072	200	8	133.33333333333334	3140	0.17 0.29 0.21	0.37 0.33 0.23
w1-tcp	main	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	203	444	636	400	12	100.0	3144	0.17 0.29 0.21	0.37 0.33 0.23
w1-tcp	main	3	after_on	2	1	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	278	563	867	200	7	116.66666666666667	3592	0.37 0.33 0.23	0.68 0.41 0.26
w1-tcp	main	3	after_on	2	1	overload	400	0	1199	1199	1199	1199	0	0	0	0	0	1	266	615	1341	399.6666666666667	16	133.4445371142619	5324	0.37 0.33 0.23	0.68 0.41 0.26
w1-tcp	main	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	326	687	1961	200	7	116.66666666666667	3036	0.68 0.41 0.26	0.53 0.39 0.25
w1-tcp	main	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	269	613	1472	400	15	125.0	3040	0.68 0.41 0.26	0.53 0.39 0.25
w1-tcp	main	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	370	1073	2509	200	9	150.0	3224	0.53 0.39 0.25	0.46 0.38 0.25
w1-tcp	main	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	291	624	1673	400	16	133.33333333333334	3228	0.53 0.39 0.25	0.46 0.38 0.25
