scenario	phase	repetition	variant	pair_position	runner_exit	stage	qps	valid	scheduled	sent	received	correct_on_time	correct_late	wrong_response	protocol_error	transport_error	timeout	sender_shortfall	p50_us	p95_us	p99_us	effective_throughput_qps	cpu_ticks	cpu_us_per_correct_query	rss_peak_kib_sampled	host_load_start	host_load_end
w2	cold	1	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	202	436	1117	200	3	50.0	3136	0.46 0.38 0.25	0.35 0.36 0.25
w2	warm	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	185	375	675	200	3	50.0	3140	0.46 0.38 0.25	0.35 0.36 0.25
w2	warm	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	135	296	560	400	5	41.666666666666664	3144	0.46 0.38 0.25	0.35 0.36 0.25
w2	cold	1	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	161	332	496	200	3	50.0	3324	0.35 0.36 0.25	0.27 0.34 0.25
w2	warm	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	148	284	439	200	3	50.0	3252	0.35 0.36 0.25	0.27 0.34 0.25
w2	warm	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	87	237	325	400	4	33.333333333333336	3252	0.35 0.36 0.25	0.27 0.34 0.25
w2	cold	1	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	160	304	410	200	2	33.333333333333336	3468	0.27 0.34 0.25	0.18 0.31 0.24
w2	warm	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	169	334	891	200	3	50.0	3504	0.27 0.34 0.25	0.18 0.31 0.24
w2	warm	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	105	254	396	400	5	41.666666666666664	4348	0.27 0.34 0.25	0.18 0.31 0.24
w2	cold	2	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	163	325	487	200	3	50.0	3320	0.18 0.31 0.24	0.23 0.31 0.24
w2	warm	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	154	338	664	200	3	50.0	3332	0.18 0.31 0.24	0.23 0.31 0.24
w2	warm	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	92	241	356	400	4	33.333333333333336	3336	0.18 0.31 0.24	0.23 0.31 0.24
w2	cold	2	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	161	308	414	200	3	50.0	3376	0.23 0.31 0.24	0.20 0.30 0.24
w2	warm	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	179	336	519	200	4	66.66666666666667	3576	0.23 0.31 0.24	0.20 0.30 0.24
w2	warm	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	132	318	1154	400	7	58.333333333333336	4420	0.23 0.31 0.24	0.20 0.30 0.24
w2	cold	2	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	173	359	618	200	2	33.333333333333336	3188	0.20 0.30 0.24	0.12 0.27 0.23
w2	warm	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	162	308	445	200	2	33.333333333333336	3196	0.20 0.30 0.24	0.12 0.27 0.23
w2	warm	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	96	239	405	400	4	33.333333333333336	3200	0.20 0.30 0.24	0.12 0.27 0.23
w2	cold	3	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	154	317	453	200	3	50.0	3388	0.12 0.27 0.23	0.07 0.24 0.22
w2	warm	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	168	331	474	200	2	33.333333333333336	3504	0.12 0.27 0.23	0.07 0.24 0.22
w2	warm	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	110	306	877	400	6	50.0	4348	0.12 0.27 0.23	0.07 0.24 0.22
w2	cold	3	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	159	305	447	200	2	33.333333333333336	3212	0.07 0.24 0.22	0.13 0.24 0.22
w2	warm	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	172	323	481	200	2	33.333333333333336	3268	0.07 0.24 0.22	0.13 0.24 0.22
w2	warm	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	96	247	377	400	4	33.333333333333336	3272	0.07 0.24 0.22	0.13 0.24 0.22
w2	cold	3	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	158	328	566	200	3	50.0	3216	0.13 0.24 0.22	0.08 0.21 0.21
w2	warm	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	171	343	615	200	2	33.333333333333336	3340	0.13 0.24 0.22	0.08 0.21 0.21
w2	warm	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	98	242	387	400	4	33.333333333333336	3344	0.13 0.24 0.22	0.08 0.21 0.21
w3	main	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	349	693	977	200	6	100.0	3244	0.08 0.21 0.21	0.05 0.20 0.20
w3	main	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	322	711	1888	400	12	100.0	3312	0.08 0.21 0.21	0.05 0.20 0.20
w3	main	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	374	777	1377	200	6	100.0	3344	0.05 0.20 0.20	0.23 0.23 0.21
w3	main	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	239	582	995	400	10	83.33333333333333	3412	0.05 0.20 0.20	0.23 0.23 0.21
w3	main	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	354	694	879	200	6	100.0	3712	0.23 0.23 0.21	0.36 0.26 0.23
w3	main	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	335	693	1361	400	13	108.33333333333333	5392	0.23 0.23 0.21	0.36 0.26 0.23
w3	main	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	401	749	1012	200	7	116.66666666666667	3212	0.36 0.26 0.23	0.26 0.25 0.22
w3	main	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	277	609	946	400	12	100.0	3280	0.36 0.26 0.23	0.26 0.25 0.22
w3	main	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	379	769	1554	200	6	100.0	3596	0.26 0.25 0.22	0.23 0.24 0.22
w3	main	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	350	813	1699	400	13	108.33333333333333	5272	0.26 0.25 0.22	0.23 0.24 0.22
w3	main	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	409	772	1320	200	6	100.0	3280	0.23 0.24 0.22	0.16 0.22 0.21
w3	main	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	279	617	1257	400	11	91.66666666666667	3280	0.23 0.24 0.22	0.16 0.22 0.21
w3	main	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	374	784	1059	200	7	116.66666666666667	3720	0.16 0.22 0.21	0.18 0.22 0.21
w3	main	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	343	758	1781	400	13	108.33333333333333	5396	0.16 0.22 0.21	0.18 0.22 0.21
w3	main	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	413	808	1139	200	7	116.66666666666667	3236	0.18 0.22 0.21	0.47 0.29 0.23
w3	main	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	276	613	953	400	12	100.0	3304	0.18 0.22 0.21	0.47 0.29 0.23
w3	main	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	362	718	982	200	6	100.0	3224	0.47 0.29 0.23	0.34 0.27 0.23
w3	main	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	300	657	1196	400	12	100.0	3292	0.47 0.29 0.23	0.34 0.27 0.23
