scenario	phase	qps	comparison	metric	valid_pairs	control_values	candidate_values	paired_delta_pct	control_relative_mad	guard	pairs_above_guard	tick_resolution_limited_pairs	verdict
w2	warm	200	after_on_vs_after_off	p99_us	3	439.0000,664.0000,615.0000	891.0000,519.0000,474.0000	102.9613,-21.8373,-22.9268	0.0797	15.93%	1		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	cpu_us_per_correct_query	3	50.0000,50.0000,33.3333	50.0000,66.6667,33.3333	0.0000,33.3333,0.0000	0.0000	25.00%	1	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3252.0000,3332.0000,3340.0000	3504.0000,3576.0000,3504.0000	7.7491,7.3229,4.9102	0.0024	32768 KiB	0		no repeatable regression under frozen guard
w2	warm	400	after_off_vs_before_off	p95_us	3	296.0000,239.0000,247.0000	237.0000,241.0000,242.0000	-19.9324,0.8368,-2.0243	0.0324	10.00%	0		no repeatable regression under frozen guard
w2	warm	400	after_off_vs_before_off	p99_us	3	560.0000,405.0000,377.0000	325.0000,356.0000,387.0000	-41.9643,-12.0988,2.6525	0.0691	13.83%	0		no repeatable regression under frozen guard
w2	warm	400	after_off_vs_before_off	cpu_us_per_correct_query	3	41.6667,33.3333,33.3333	33.3333,33.3333,33.3333	-20.0000,0.0000,0.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3144.0000,3200.0000,3272.0000	3252.0000,3336.0000,3344.0000	3.4351,4.2500,2.2005	0.0175	8192 KiB	0		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	p95_us	3	237.0000,241.0000,242.0000	254.0000,318.0000,306.0000	7.1730,31.9502,26.4463	0.0041	10.00%	2		repeatable regression
w2	warm	400	after_on_vs_after_off	p99_us	3	325.0000,356.0000,387.0000	396.0000,1154.0000,877.0000	21.8462,224.1573,126.6150	0.0871	17.42%	3		repeatable regression
w2	warm	400	after_on_vs_after_off	cpu_us_per_correct_query	3	33.3333,33.3333,33.3333	41.6667,58.3333,50.0000	25.0000,75.0000,50.0000	0.0000	25.00%	2	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3252.0000,3336.0000,3344.0000	4348.0000,4420.0000,4348.0000	33.7023,32.4940,30.0239	0.0024	32768 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p95_us	3	693.0000,772.0000,808.0000	777.0000,749.0000,718.0000	12.1212,-2.9793,-11.1386	0.0466	10.00%	1		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p99_us	3	977.0000,1320.0000,1139.0000	1377.0000,1012.0000,982.0000	40.9417,-23.3333,-13.7840	0.1422	28.45%	1		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	cpu_us_per_correct_query	3	100.0000,100.0000,116.6667	100.0000,116.6667,100.0000	0.0000,16.6667,-14.2857	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3244.0000,3280.0000,3236.0000	3344.0000,3212.0000,3224.0000	3.0826,-2.0732,-0.3708	0.0025	8192 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p95_us	3	777.0000,749.0000,718.0000	694.0000,769.0000,784.0000	-10.6821,2.6702,9.1922	0.0374	10.00%	0		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p99_us	3	1377.0000,1012.0000,982.0000	879.0000,1554.0000,1059.0000	-36.1656,53.5573,7.8411	0.0296	10.00%	1		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	cpu_us_per_correct_query	3	100.0000,116.6667,100.0000	100.0000,100.0000,116.6667	0.0000,-14.2857,16.6667	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3344.0000,3212.0000,3224.0000	3712.0000,3596.0000,3720.0000	11.0048,11.9552,15.3846	0.0037	32768 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p95_us	3	711.0000,617.0000,613.0000	582.0000,609.0000,657.0000	-18.1435,-1.2966,7.1778	0.0065	10.00%	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p99_us	3	1888.0000,1257.0000,953.0000	995.0000,946.0000,1196.0000	-47.2987,-24.7414,25.4984	0.2418	48.37%	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	cpu_us_per_correct_query	3	100.0000,91.6667,100.0000	83.3333,100.0000,100.0000	-16.6667,9.0909,0.0000	0.0000	25.00%	0	2	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3312.0000,3280.0000,3304.0000	3412.0000,3280.0000,3292.0000	3.0193,0.0000,-0.3632	0.0024	8192 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p95_us	3	582.0000,609.0000,657.0000	693.0000,813.0000,758.0000	19.0722,33.4975,15.3729	0.0443	10.00%	3		repeatable regression
w3	main	400	after_on_vs_after_off	p99_us	3	995.0000,946.0000,1196.0000	1361.0000,1699.0000,1781.0000	36.7839,79.5983,48.9130	0.0492	10.00%	3		repeatable regression
w3	main	400	after_on_vs_after_off	cpu_us_per_correct_query	3	83.3333,100.0000,100.0000	108.3333,108.3333,108.3333	30.0000,8.3333,8.3333	0.0000	25.00%	1	2	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3412.0000,3280.0000,3292.0000	5392.0000,5272.0000,5396.0000	58.0305,60.7317,63.9125	0.0036	32768 KiB	0		no repeatable regression under frozen guard
