scenario	phase	qps	comparison	metric	valid_pairs	control_values	candidate_values	paired_delta_pct	control_relative_mad	guard	pairs_above_guard	tick_resolution_limited_pairs	verdict
w2	cold	200	after_off_vs_before_off	cpu_us_per_correct_query	3	50.0000,33.3333,33.3333	50.0000,33.3333,33.3333	0.0000,0.0000,0.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	cold	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3280.0000,3128.0000,3284.0000	3292.0000,3184.0000,3260.0000	0.3659,1.7903,-0.7308	0.0012	8192 KiB	0		no repeatable regression under frozen guard
w2	cold	200	after_on_vs_after_off	p95_us	3	334.0000,307.0000,315.0000	316.0000,319.0000,327.0000	-5.3892,3.9088,3.8095	0.0254	10.00%	0		no repeatable regression under frozen guard
w2	cold	200	after_on_vs_after_off	p99_us	3	427.0000,497.0000,528.0000	484.0000,448.0000,764.0000	13.3489,-9.8592,44.6970	0.0624	12.47%	2		repeatable regression
w2	cold	200	after_on_vs_after_off	cpu_us_per_correct_query	3	50.0000,33.3333,33.3333	33.3333,33.3333,50.0000	-33.3333,0.0000,50.0000	0.0000	25.00%	1	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	cold	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3292.0000,3184.0000,3260.0000	3460.0000,3344.0000,3472.0000	5.1033,5.0251,6.5031	0.0098	32768 KiB	0		no repeatable regression under frozen guard
w2	warm	200	after_off_vs_before_off	p95_us	3	456.0000,366.0000,323.0000	367.0000,368.0000,317.0000	-19.5175,0.5464,-1.8576	0.1175	23.50%	0		no repeatable regression under frozen guard
w2	warm	200	after_off_vs_before_off	p99_us	3	1065.0000,732.0000,636.0000	991.0000,660.0000,534.0000	-6.9484,-9.8361,-16.0377	0.1311	26.23%	0		no repeatable regression under frozen guard
w2	warm	200	after_off_vs_before_off	cpu_us_per_correct_query	3	50.0000,50.0000,33.3333	50.0000,50.0000,33.3333	0.0000,0.0000,0.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3248.0000,3260.0000,3228.0000	3300.0000,3256.0000,3312.0000	1.6010,-0.1227,2.6022	0.0037	8192 KiB	0		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	p95_us	3	367.0000,368.0000,317.0000	407.0000,329.0000,327.0000	10.8992,-10.5978,3.1546	0.0027	10.00%	1		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	p99_us	3	991.0000,660.0000,534.0000	1083.0000,502.0000,421.0000	9.2836,-23.9394,-21.1610	0.1909	38.18%	0		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	cpu_us_per_correct_query	3	50.0000,50.0000,33.3333	66.6667,66.6667,50.0000	33.3333,33.3333,50.0000	0.0000	25.00%	3	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3300.0000,3256.0000,3312.0000	3360.0000,3568.0000,3472.0000	1.8182,9.5823,4.8309	0.0036	32768 KiB	0		no repeatable regression under frozen guard
w2	warm	400	after_off_vs_before_off	p95_us	3	251.0000,323.0000,292.0000	255.0000,298.0000,321.0000	1.5936,-7.7399,9.9315	0.1062	21.23%	0		no repeatable regression under frozen guard
w2	warm	400	after_off_vs_before_off	p99_us	3	340.0000,739.0000,641.0000	406.0000,709.0000,885.0000	19.4118,-4.0595,38.0655	0.1529	30.58%	1		no repeatable regression under frozen guard
w2	warm	400	after_off_vs_before_off	cpu_us_per_correct_query	3	33.3333,50.0000,41.6667	41.6667,50.0000,50.0000	25.0000,0.0000,20.0000	0.2000	40.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3248.0000,3264.0000,3232.0000	3300.0000,3256.0000,3316.0000	1.6010,-0.2451,2.5990	0.0049	8192 KiB	0		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	p95_us	3	255.0000,298.0000,321.0000	265.0000,285.0000,311.0000	3.9216,-4.3624,-3.1153	0.0772	15.44%	0		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	p99_us	3	406.0000,709.0000,885.0000	473.0000,653.0000,619.0000	16.5025,-7.8984,-30.0565	0.2482	49.65%	0		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	cpu_us_per_correct_query	3	41.6667,50.0000,50.0000	41.6667,50.0000,58.3333	0.0000,0.0000,16.6667	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3300.0000,3256.0000,3316.0000	4204.0000,4412.0000,4316.0000	27.3939,35.5037,30.1568	0.0048	32768 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p95_us	3	649.0000,668.0000,937.0000	733.0000,653.0000,781.0000	12.9430,-2.2455,-16.6489	0.0284	10.00%	1		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p99_us	3	927.0000,842.0000,2194.0000	1051.0000,851.0000,1715.0000	13.3765,1.0689,-21.8323	0.0917	18.34%	0		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	cpu_us_per_correct_query	3	83.3333,83.3333,133.3333	100.0000,100.0000,116.6667	20.0000,20.0000,-12.5000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3140.0000,3252.0000,3268.0000	3212.0000,3328.0000,3312.0000	2.2930,2.3370,1.3464	0.0049	8192 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p95_us	3	733.0000,653.0000,781.0000	698.0000,779.0000,696.0000	-4.7749,19.2956,-10.8835	0.0655	13.10%	1		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p99_us	3	1051.0000,851.0000,1715.0000	1098.0000,1177.0000,1020.0000	4.4719,38.3079,-40.5248	0.1903	38.06%	1		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	cpu_us_per_correct_query	3	100.0000,100.0000,116.6667	116.6667,100.0000,116.6667	16.6667,0.0000,0.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3212.0000,3328.0000,3312.0000	3764.0000,3568.0000,3664.0000	17.1856,7.2115,10.6280	0.0048	32768 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p95_us	3	596.0000,762.0000,732.0000	824.0000,658.0000,654.0000	38.2550,-13.6483,-10.6557	0.0410	10.00%	1		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p99_us	3	1576.0000,1663.0000,1340.0000	1477.0000,1232.0000,1119.0000	-6.2817,-25.9170,-16.4925	0.0552	11.04%	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	cpu_us_per_correct_query	3	75.0000,108.3333,108.3333	116.6667,108.3333,91.6667	55.5556,0.0000,-15.3846	0.0000	25.00%	1	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3208.0000,3320.0000,3336.0000	3280.0000,3396.0000,3380.0000	2.2444,2.2892,1.3189	0.0048	8192 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p95_us	3	824.0000,658.0000,654.0000	569.0000,571.0000,546.0000	-30.9466,-13.2219,-16.5138	0.0061	10.00%	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p99_us	3	1477.0000,1232.0000,1119.0000	956.0000,820.0000,799.0000	-35.2742,-33.4416,-28.5970	0.0917	18.34%	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	cpu_us_per_correct_query	3	116.6667,108.3333,91.6667	91.6667,91.6667,91.6667	-21.4286,-15.3846,0.0000	0.0769	25.00%	0	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3280.0000,3396.0000,3380.0000	5444.0000,5236.0000,5336.0000	65.9756,54.1814,57.8698	0.0047	32768 KiB	0		no repeatable regression under frozen guard
