scenario	phase	qps	comparison	metric	valid_pairs	control_values	candidate_values	paired_delta_pct	control_relative_mad	guard	pairs_above_guard	tick_resolution_limited_pairs	verdict
w3	main	200	after_off_vs_before_off	p95_us	3	764.0000,780.0000,892.0000	843.0000,784.0000,707.0000	10.3403,0.5128,-20.7399	0.0205	10.00%	1		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p99_us	3	1272.0000,1153.0000,1399.0000	1239.0000,1202.0000,981.0000	-2.5943,4.2498,-29.8785	0.0936	18.71%	0		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	cpu_us_per_correct_query	3	100.0000,116.6667,116.6667	116.6667,116.6667,100.0000	16.6667,0.0000,-14.2857	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3248.0000,3252.0000,3128.0000	3336.0000,3256.0000,3180.0000	2.7094,0.1230,1.6624	0.0012	8192 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p95_us	3	843.0000,784.0000,707.0000	721.0000,676.0000,720.0000	-14.4721,-13.7755,1.8388	0.0753	15.05%	0		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p99_us	3	1239.0000,1202.0000,981.0000	1040.0000,937.0000,1174.0000	-16.0613,-22.0466,19.6738	0.0308	10.00%	1		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	cpu_us_per_correct_query	3	116.6667,116.6667,100.0000	116.6667,100.0000,116.6667	0.0000,-14.2857,16.6667	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3336.0000,3256.0000,3180.0000	3540.0000,3632.0000,3608.0000	6.1151,11.5479,13.4591	0.0233	32768 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p95_us	3	783.0000,554.0000,632.0000	625.0000,540.0000,564.0000	-20.1788,-2.5271,-10.7595	0.1234	24.68%	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p99_us	3	1831.0000,865.0000,1128.0000	896.0000,827.0000,839.0000	-51.0650,-4.3931,-25.6206	0.2332	46.63%	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	cpu_us_per_correct_query	3	108.3333,91.6667,83.3333	91.6667,83.3333,83.3333	-15.3846,-9.0909,0.0000	0.0909	25.00%	0	2	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3316.0000,3320.0000,3196.0000	3404.0000,3256.0000,3248.0000	2.6538,-1.9277,1.6270	0.0012	8192 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p95_us	3	625.0000,540.0000,564.0000	653.0000,586.0000,598.0000	4.4800,8.5185,6.0284	0.0426	10.00%	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p99_us	3	896.0000,827.0000,839.0000	930.0000,825.0000,1037.0000	3.7946,-0.2418,23.5995	0.0143	10.00%	1		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	cpu_us_per_correct_query	3	91.6667,83.3333,83.3333	100.0000,100.0000,100.0000	9.0909,20.0000,20.0000	0.0000	25.00%	0	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3404.0000,3256.0000,3248.0000	5308.0000,5400.0000,5376.0000	55.9342,65.8477,65.5172	0.0025	32768 KiB	0		no repeatable regression under frozen guard
