scenario	phase	repetition	variant	pair_position	runner_exit	stage	qps	valid	scheduled	sent	received	correct_on_time	correct_late	wrong_response	protocol_error	transport_error	timeout	sender_shortfall	p50_us	p95_us	p99_us	effective_throughput_qps	cpu_ticks	cpu_us_per_correct_query	rss_peak_kib_sampled	host_load_start	host_load_end
w2	warm	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	260	468	1055	200	4	66.66666666666667	3228	0.10 0.14 0.15	0.06 0.12 0.14
w2	warm	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	182	384	743	400	7	58.333333333333336	3228	0.10 0.14 0.15	0.06 0.12 0.14
w2	cold	2	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	170	329	462	200	3	50.0	3424	0.06 0.12 0.14	0.09 0.13 0.14
w2	warm	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	204	353	604	200	3	50.0	3432	0.06 0.12 0.14	0.09 0.13 0.14
w2	warm	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	189	342	731	400	8	66.66666666666667	4416	0.06 0.12 0.14	0.09 0.13 0.14
w2	cold	2	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	184	311	507	200	2	33.333333333333336	3244	0.09 0.13 0.14	0.35 0.18 0.16
w2	warm	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	195	324	590	200	3	50.0	3160	0.09 0.13 0.14	0.35 0.18 0.16
w2	warm	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	182	324	523	400	7	58.333333333333336	3164	0.09 0.13 0.14	0.35 0.18 0.16
w2	cold	3	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	223	342	624	200	4	66.66666666666667	3448	0.35 0.18 0.16	0.21 0.16 0.16
w2	warm	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	216	342	602	200	4	66.66666666666667	3312	0.35 0.18 0.16	0.21 0.16 0.16
w2	warm	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	185	288	423	400	7	58.333333333333336	4296	0.35 0.18 0.16	0.21 0.16 0.16
w2	cold	3	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	204	328	581	200	3	50.0	3132	0.21 0.16 0.16	0.45 0.23 0.18
w2	warm	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	220	312	430	200	4	66.66666666666667	3260	0.21 0.16 0.16	0.45 0.23 0.18
w2	warm	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	252	531	1017	400	8	66.66666666666667	3264	0.21 0.16 0.16	0.45 0.23 0.18
w2	cold	3	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	197	297	381	200	3	50.0	3308	0.45 0.23 0.18	0.29 0.21 0.17
w2	warm	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	213	305	488	200	4	66.66666666666667	3192	0.45 0.23 0.18	0.29 0.21 0.17
w2	warm	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	108	210	372	400	5	41.666666666666664	3192	0.45 0.23 0.18	0.29 0.21 0.17
w3	main	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	182	355	479	200	2	33.333333333333336	3276	0.29 0.21 0.17	0.26 0.20 0.17
w3	main	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	179	354	506	400	6	50.0	3276	0.29 0.21 0.17	0.26 0.20 0.17
w3	main	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	344	1130	2173	200	7	116.66666666666667	3264	0.26 0.20 0.17	0.35 0.22 0.18
w3	main	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	279	518	762	400	11	91.66666666666667	3328	0.26 0.20 0.17	0.35 0.22 0.18
w3	main	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	196	439	619	200	3	50.0	3652	0.35 0.22 0.18	0.33 0.23 0.18
w3	main	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	206	450	910	400	9	75.0	5112	0.35 0.22 0.18	0.33 0.23 0.18
w3	main	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	801	1839	3768	200	10	166.66666666666666	3416	0.33 0.23 0.18	0.50 0.27 0.20
w3	main	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	511	1044	2154	400	18	150.0	3416	0.33 0.23 0.18	0.50 0.27 0.20
w3	main	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	724	1541	3103	200	9	150.0	3672	0.50 0.27 0.20	0.42 0.27 0.20
w3	main	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	612	1686	3821	400	19	158.33333333333334	5232	0.50 0.27 0.20	0.42 0.27 0.20
w3	main	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	786	1830	4467	200	9	150.0	3244	0.42 0.27 0.20	0.59 0.32 0.22
w3	main	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	650	1488	2830	400	19	158.33333333333334	3244	0.42 0.27 0.20	0.59 0.32 0.22
w3	main	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	849	2031	4012	200	11	183.33333333333334	3788	0.59 0.32 0.22	0.52 0.32 0.22
w3	main	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	698	1498	2944	400	20	166.66666666666666	5280	0.59 0.32 0.22	0.52 0.32 0.22
w3	main	3	before_off	1	1	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	865	2192	4956	200	10	166.66666666666666	3304	0.52 0.32 0.22	1.00 0.45 0.26
w3	main	3	before_off	1	1	overload	400	0	1199	1199	1199	1199	0	0	0	0	0	1	678	1892	4402	399.6666666666667	17	141.78482068390326	3304	0.52 0.32 0.22	1.00 0.45 0.26
w3	main	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	860	2361	4806	200	11	183.33333333333334	3360	1.00 0.45 0.26	1.09 0.51 0.29
w3	main	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	616	1447	3091	400	20	166.66666666666666	3364	1.00 0.45 0.26	1.09 0.51 0.29
