scenario	phase	qps	comparison	metric	valid_pairs	control_values	candidate_values	paired_delta_pct	control_relative_mad	guard	pairs_above_guard	tick_resolution_limited_pairs	verdict
w1-tcp	main	400	after_off_vs_before_off	cpu_us_per_correct_query	3	91.6667,108.3333,91.6667	125.0000,100.0000,141.6667	36.3636,-7.6923,54.5455	0.0000	25.00%	2	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w1-tcp	main	400	after_off_vs_before_off	rss_peak_kib_sampled	3	2992.0000,3032.0000,3064.0000	3064.0000,3176.0000,3224.0000	2.4064,4.7493,5.2219	0.0106	8192 KiB	0		no repeatable regression under frozen guard
w1-tcp	main	400	after_on_vs_after_off	p95_us	3	552.0000,430.0000,676.0000	501.0000,482.0000,456.0000	-9.2391,12.0930,-32.5444	0.2210	44.20%	0		no repeatable regression under frozen guard
w1-tcp	main	400	after_on_vs_after_off	p99_us	3	1234.0000,678.0000,1169.0000	902.0000,853.0000,658.0000	-26.9044,25.8112,-43.7126	0.0556	11.12%	1		no repeatable regression under frozen guard
w1-tcp	main	400	after_on_vs_after_off	cpu_us_per_correct_query	3	125.0000,100.0000,141.6667	116.6667,108.3333,108.3333	-6.6667,8.3333,-23.5294	0.1333	26.67%	0	2	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w1-tcp	main	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3064.0000,3176.0000,3224.0000	5388.0000,5324.0000,5216.0000	75.8486,67.6322,61.7866	0.0151	32768 KiB	0		no repeatable regression under frozen guard
w2	cold	200	after_off_vs_before_off	p95_us	3	315.0000,301.0000,361.0000	315.0000,284.0000,376.0000	0.0000,-5.6478,4.1551	0.0444	10.00%	0		no repeatable regression under frozen guard
w2	cold	200	after_off_vs_before_off	p99_us	3	1334.0000,511.0000,788.0000	465.0000,379.0000,799.0000	-65.1424,-25.8317,1.3959	0.3515	70.30%	0		no repeatable regression under frozen guard
w2	cold	200	after_off_vs_before_off	cpu_us_per_correct_query	3	50.0000,33.3333,50.0000	50.0000,33.3333,50.0000	0.0000,0.0000,0.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	cold	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3244.0000,3268.0000,3208.0000	3316.0000,3188.0000,3248.0000	2.2195,-2.4480,1.2469	0.0074	8192 KiB	0		no repeatable regression under frozen guard
w2	cold	200	after_on_vs_after_off	p95_us	3	315.0000,284.0000,376.0000	319.0000,322.0000,379.0000	1.2698,13.3803,0.7979	0.0984	19.68%	0		no repeatable regression under frozen guard
w2	cold	200	after_on_vs_after_off	p99_us	3	465.0000,379.0000,799.0000	433.0000,484.0000,702.0000	-6.8817,27.7045,-12.1402	0.1849	36.99%	0		no repeatable regression under frozen guard
w2	cold	200	after_on_vs_after_off	cpu_us_per_correct_query	3	50.0000,33.3333,50.0000	66.6667,50.0000,50.0000	33.3333,50.0000,0.0000	0.0000	25.00%	2	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	cold	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3316.0000,3188.0000,3248.0000	3464.0000,3352.0000,3400.0000	4.4632,5.1443,4.6798	0.0185	32768 KiB	0		no repeatable regression under frozen guard
w2	warm	200	after_off_vs_before_off	p95_us	3	286.0000,290.0000,299.0000	329.0000,299.0000,313.0000	15.0350,3.1034,4.6823	0.0138	10.00%	1		no repeatable regression under frozen guard
w2	warm	200	after_off_vs_before_off	p99_us	3	342.0000,420.0000,451.0000	508.0000,381.0000,420.0000	48.5380,-9.2857,-6.8736	0.0738	14.76%	1		no repeatable regression under frozen guard
w2	warm	200	after_off_vs_before_off	cpu_us_per_correct_query	3	33.3333,33.3333,33.3333	66.6667,50.0000,50.0000	100.0000,50.0000,50.0000	0.0000	25.00%	3	2	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3228.0000,3124.0000,3116.0000	3252.0000,3292.0000,3256.0000	0.7435,5.3777,4.4929	0.0026	8192 KiB	0		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	p95_us	3	329.0000,299.0000,313.0000	328.0000,313.0000,336.0000	-0.3040,4.6823,7.3482	0.0447	10.00%	0		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	p99_us	3	508.0000,381.0000,420.0000	463.0000,487.0000,590.0000	-8.8583,27.8215,40.4762	0.0929	18.57%	2		repeatable regression
w2	warm	200	after_on_vs_after_off	cpu_us_per_correct_query	3	66.6667,50.0000,50.0000	50.0000,50.0000,50.0000	-25.0000,0.0000,0.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3252.0000,3292.0000,3256.0000	3392.0000,3452.0000,3476.0000	4.3050,4.8603,6.7568	0.0012	32768 KiB	0		no repeatable regression under frozen guard
w2	warm	400	after_off_vs_before_off	p95_us	2	301.0000,269.0000	391.0000,317.0000	29.9003,17.8439	0.0561	11.23%	2		inconclusive: fewer than 3 valid pairs
w2	warm	400	after_off_vs_before_off	p99_us	2	524.0000,472.0000	1106.0000,701.0000	111.0687,48.5169	0.0522	10.44%	2		inconclusive: fewer than 3 valid pairs
w2	warm	400	after_off_vs_before_off	cpu_us_per_correct_query	2	41.6667,41.6667	58.3333,50.0000	40.0000,20.0000	0.0000	25.00%	1	1	inconclusive: fewer than 3 valid pairs
w2	warm	400	after_off_vs_before_off	rss_peak_kib_sampled	2	3232.0000,3124.0000	3256.0000,3296.0000	0.7426,5.5058	0.0170	8192 KiB	0		inconclusive: fewer than 3 valid pairs
w2	warm	400	after_on_vs_after_off	p95_us	3	391.0000,317.0000,284.0000	324.0000,330.0000,315.0000	-17.1355,4.1009,10.9155	0.1041	20.82%	0		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	p99_us	3	1106.0000,701.0000,537.0000	815.0000,775.0000,559.0000	-26.3110,10.5563,4.0968	0.2340	46.79%	0		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	cpu_us_per_correct_query	3	58.3333,50.0000,41.6667	58.3333,58.3333,58.3333	0.0000,16.6667,40.0000	0.1667	33.33%	1	2	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3256.0000,3296.0000,3256.0000	4332.0000,4340.0000,4400.0000	33.0467,31.6748,35.1351	0.0000	32768 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p95_us	3	837.0000,650.0000,703.0000	892.0000,889.0000,789.0000	6.5711,36.7692,12.2333	0.0754	15.08%	1		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p99_us	3	1151.0000,963.0000,1133.0000	1516.0000,1304.0000,1132.0000	31.7116,35.4102,-0.0883	0.0159	10.00%	2		repeatable regression
w3	main	200	after_off_vs_before_off	cpu_us_per_correct_query	3	116.6667,83.3333,83.3333	133.3333,133.3333,116.6667	14.2857,60.0000,40.0000	0.0000	25.00%	2	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3184.0000,3260.0000,3236.0000	3288.0000,3228.0000,3224.0000	3.2663,-0.9816,-0.3708	0.0074	8192 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p95_us	3	892.0000,889.0000,789.0000	1013.0000,774.0000,744.0000	13.5650,-12.9359,-5.7034	0.0034	10.00%	1		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p99_us	3	1516.0000,1304.0000,1132.0000	2431.0000,1391.0000,955.0000	60.3562,6.6718,-15.6360	0.1319	26.38%	1		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	cpu_us_per_correct_query	3	133.3333,133.3333,116.6667	150.0000,116.6667,116.6667	12.5000,-12.5000,0.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3288.0000,3228.0000,3224.0000	3632.0000,3668.0000,3540.0000	10.4623,13.6307,9.8015	0.0012	32768 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p95_us	3	588.0000,747.0000,644.0000	1014.0000,979.0000,614.0000	72.4490,31.0576,-4.6584	0.0870	17.39%	2		repeatable regression
w3	main	400	after_off_vs_before_off	p99_us	3	1020.0000,1500.0000,910.0000	2194.0000,2365.0000,1295.0000	115.0980,57.6667,42.3077	0.1078	21.57%	3		repeatable regression
w3	main	400	after_off_vs_before_off	cpu_us_per_correct_query	3	83.3333,91.6667,91.6667	108.3333,125.0000,91.6667	30.0000,36.3636,0.0000	0.0000	25.00%	2	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3252.0000,3328.0000,3304.0000	3356.0000,3296.0000,3292.0000	3.1980,-0.9615,-0.3632	0.0073	8192 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p95_us	3	1014.0000,979.0000,614.0000	789.0000,592.0000,567.0000	-22.1893,-39.5301,-7.6547	0.0358	10.00%	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p99_us	3	2194.0000,2365.0000,1295.0000	1284.0000,989.0000,1003.0000	-41.4768,-58.1818,-22.5483	0.0779	15.59%	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	cpu_us_per_correct_query	3	108.3333,125.0000,91.6667	125.0000,83.3333,91.6667	15.3846,-33.3333,0.0000	0.1538	30.77%	0	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3356.0000,3296.0000,3292.0000	5396.0000,5476.0000,5304.0000	60.7867,66.1408,61.1179	0.0012	32768 KiB	0		no repeatable regression under frozen guard
