scenario	phase	qps	comparison	metric	valid_pairs	control_values	candidate_values	paired_delta_pct	control_relative_mad	guard	pairs_above_guard	tick_resolution_limited_pairs	verdict
w2	warm	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3272.0000,3252.0000,3184.0000	3220.0000,3300.0000,3328.0000	-1.5892,1.4760,4.5226	0.0062	8192 KiB	0		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	p95_us	3	346.0000,339.0000,323.0000	319.0000,321.0000,312.0000	-7.8035,-5.3097,-3.4056	0.0206	10.00%	0		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	p99_us	3	516.0000,593.0000,427.0000	754.0000,416.0000,702.0000	46.1240,-29.8482,64.4028	0.1492	29.84%	2		repeatable regression
w2	warm	200	after_on_vs_after_off	cpu_us_per_correct_query	3	50.0000,50.0000,50.0000	50.0000,50.0000,50.0000	0.0000,0.0000,0.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3220.0000,3300.0000,3328.0000	3472.0000,3332.0000,3496.0000	7.8261,0.9697,5.0481	0.0085	32768 KiB	0		no repeatable regression under frozen guard
w2	warm	400	after_off_vs_before_off	p95_us	3	301.0000,303.0000,299.0000	312.0000,360.0000,359.0000	3.6545,18.8119,20.0669	0.0066	10.00%	2		repeatable regression
w2	warm	400	after_off_vs_before_off	p99_us	3	513.0000,518.0000,794.0000	573.0000,864.0000,1167.0000	11.6959,66.7954,46.9773	0.0097	10.00%	3		repeatable regression
w2	warm	400	after_off_vs_before_off	cpu_us_per_correct_query	3	50.0000,50.0000,41.6667	50.0000,50.0000,50.0000	0.0000,0.0000,20.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3276.0000,3252.0000,3188.0000	3224.0000,3304.0000,3332.0000	-1.5873,1.5990,4.5169	0.0074	8192 KiB	0		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	p95_us	3	312.0000,360.0000,359.0000	309.0000,335.0000,430.0000	-0.9615,-6.9444,19.7772	0.0028	10.00%	1		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	p99_us	3	573.0000,864.0000,1167.0000	781.0000,838.0000,1388.0000	36.3002,-3.0093,18.9374	0.3368	67.36%	0		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	cpu_us_per_correct_query	3	50.0000,50.0000,50.0000	41.6667,58.3333,50.0000	-16.6667,16.6667,0.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3224.0000,3304.0000,3332.0000	4412.0000,4276.0000,4440.0000	36.8486,29.4189,33.2533	0.0085	32768 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p95_us	3	1204.0000,801.0000,742.0000	811.0000,938.0000,679.0000	-32.6412,17.1036,-8.4906	0.0737	14.73%	1		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p99_us	3	2032.0000,1279.0000,1012.0000	1525.0000,1712.0000,900.0000	-24.9508,33.8546,-11.0672	0.2088	41.75%	0		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	cpu_us_per_correct_query	3	150.0000,116.6667,100.0000	133.3333,133.3333,100.0000	-11.1111,14.2857,0.0000	0.1429	28.57%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3124.0000,3292.0000,3276.0000	3284.0000,3292.0000,3340.0000	5.1216,0.0000,1.9536	0.0049	8192 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p95_us	3	811.0000,938.0000,679.0000	937.0000,869.0000,700.0000	15.5364,-7.3561,3.0928	0.1566	31.32%	0		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p99_us	3	1525.0000,1712.0000,900.0000	1193.0000,1504.0000,982.0000	-21.7705,-12.1495,9.1111	0.1226	24.52%	0		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	cpu_us_per_correct_query	3	133.3333,133.3333,100.0000	150.0000,133.3333,100.0000	12.5000,0.0000,0.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3284.0000,3292.0000,3340.0000	3588.0000,3652.0000,3620.0000	9.2570,10.9356,8.3832	0.0024	32768 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p95_us	3	698.0000,667.0000,760.0000	1175.0000,1053.0000,613.0000	68.3381,57.8711,-19.3421	0.0444	10.00%	2		repeatable regression
w3	main	400	after_off_vs_before_off	p99_us	3	1318.0000,1320.0000,1482.0000	2922.0000,3568.0000,964.0000	121.6995,170.3030,-34.9528	0.0015	10.00%	2		repeatable regression
w3	main	400	after_off_vs_before_off	cpu_us_per_correct_query	3	100.0000,100.0000,100.0000	133.3333,125.0000,83.3333	33.3333,25.0000,-16.6667	0.0000	25.00%	1	0	no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3192.0000,3360.0000,3344.0000	3352.0000,3360.0000,3408.0000	5.0125,0.0000,1.9139	0.0048	8192 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p95_us	3	1175.0000,1053.0000,613.0000	857.0000,605.0000,601.0000	-27.0638,-42.5451,-1.9576	0.1159	23.17%	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p99_us	3	2922.0000,3568.0000,964.0000	1722.0000,1031.0000,962.0000	-41.0678,-71.1043,-0.2075	0.2211	44.22%	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	cpu_us_per_correct_query	3	133.3333,125.0000,83.3333	116.6667,100.0000,91.6667	-12.5000,-20.0000,10.0000	0.0667	25.00%	0	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3352.0000,3360.0000,3408.0000	5244.0000,5308.0000,5324.0000	56.4439,57.9762,56.2207	0.0024	32768 KiB	0		no repeatable regression under frozen guard
