scenario	phase	qps	comparison	metric	valid_pairs	control_values	candidate_values	paired_delta_pct	control_relative_mad	guard	pairs_above_guard	tick_resolution_limited_pairs	verdict
w1-tcp	main	400	after_off_vs_before_off	cpu_us_per_correct_query	3	91.6667,108.3333,100.0000	125.0000,100.0000,125.0000	36.3636,-7.6923,25.0000	0.0833	25.00%	1	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w1-tcp	main	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3132.0000,3092.0000,3140.0000	3220.0000,3212.0000,3132.0000	2.8097,3.8810,-0.2548	0.0026	8192 KiB	0		no repeatable regression under frozen guard
w1-tcp	main	400	after_on_vs_after_off	p95_us	3	631.0000,477.0000,639.0000	453.0000,643.0000,452.0000	-28.2092,34.8008,-29.2645	0.0127	10.00%	1		no repeatable regression under frozen guard
w1-tcp	main	400	after_on_vs_after_off	p99_us	3	1385.0000,974.0000,1563.0000	646.0000,1323.0000,624.0000	-53.3574,35.8316,-60.0768	0.1285	25.70%	1		no repeatable regression under frozen guard
w1-tcp	main	400	after_on_vs_after_off	cpu_us_per_correct_query	3	125.0000,100.0000,125.0000	100.0000,116.6667,100.0000	-20.0000,16.6667,-20.0000	0.0000	25.00%	0	0	no repeatable regression under frozen guard
w1-tcp	main	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3220.0000,3212.0000,3132.0000	5448.0000,5328.0000,5288.0000	69.1925,65.8780,68.8378	0.0025	32768 KiB	0		no repeatable regression under frozen guard
w2	cold	200	after_off_vs_before_off	p95_us	3	299.0000,339.0000,317.0000	295.0000,299.0000,328.0000	-1.3378,-11.7994,3.4700	0.0568	11.36%	0		no repeatable regression under frozen guard
w2	cold	200	after_off_vs_before_off	p99_us	3	369.0000,762.0000,596.0000	379.0000,388.0000,843.0000	2.7100,-49.0814,41.4430	0.2785	55.70%	0		no repeatable regression under frozen guard
w2	cold	200	after_off_vs_before_off	cpu_us_per_correct_query	3	33.3333,33.3333,33.3333	50.0000,33.3333,50.0000	50.0000,0.0000,50.0000	0.0000	25.00%	2	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	cold	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3188.0000,3240.0000,3168.0000	3304.0000,3352.0000,3336.0000	3.6386,3.4568,5.3030	0.0063	8192 KiB	0		no repeatable regression under frozen guard
w2	cold	200	after_on_vs_after_off	p95_us	3	295.0000,299.0000,328.0000	298.0000,355.0000,316.0000	1.0169,18.7291,-3.6585	0.0134	10.00%	1		no repeatable regression under frozen guard
w2	cold	200	after_on_vs_after_off	p99_us	3	379.0000,388.0000,843.0000	409.0000,674.0000,580.0000	7.9156,73.7113,-31.1981	0.0232	10.00%	1		no repeatable regression under frozen guard
w2	cold	200	after_on_vs_after_off	cpu_us_per_correct_query	3	50.0000,33.3333,50.0000	50.0000,50.0000,50.0000	0.0000,50.0000,0.0000	0.0000	25.00%	1	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	cold	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3304.0000,3352.0000,3336.0000	3468.0000,3440.0000,3404.0000	4.9637,2.6253,2.0384	0.0048	32768 KiB	0		no repeatable regression under frozen guard
w2	warm	200	after_off_vs_before_off	p95_us	3	357.0000,296.0000,289.0000	324.0000,308.0000,324.0000	-9.2437,4.0541,12.1107	0.0236	10.00%	1		no repeatable regression under frozen guard
w2	warm	200	after_off_vs_before_off	p99_us	3	862.0000,433.0000,433.0000	543.0000,547.0000,438.0000	-37.0070,26.3279,1.1547	0.0000	10.00%	1		no repeatable regression under frozen guard
w2	warm	200	after_off_vs_before_off	cpu_us_per_correct_query	3	33.3333,33.3333,33.3333	33.3333,50.0000,33.3333	0.0000,50.0000,0.0000	0.0000	25.00%	1	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3212.0000,3236.0000,3264.0000	3336.0000,3312.0000,3296.0000	3.8605,2.3486,0.9804	0.0074	8192 KiB	0		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	p95_us	3	324.0000,308.0000,324.0000	310.0000,313.0000,287.0000	-4.3210,1.6234,-11.4198	0.0000	10.00%	0		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	p99_us	3	543.0000,547.0000,438.0000	473.0000,474.0000,419.0000	-12.8913,-13.3455,-4.3379	0.0074	10.00%	0		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	cpu_us_per_correct_query	3	33.3333,50.0000,33.3333	50.0000,50.0000,50.0000	50.0000,0.0000,50.0000	0.0000	25.00%	2	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3336.0000,3312.0000,3296.0000	3436.0000,3464.0000,3480.0000	2.9976,4.5894,5.5825	0.0048	32768 KiB	0		no repeatable regression under frozen guard
w2	warm	400	after_off_vs_before_off	p95_us	3	277.0000,295.0000,262.0000	323.0000,358.0000,399.0000	16.6065,21.3559,52.2901	0.0542	10.83%	3		repeatable regression
w2	warm	400	after_off_vs_before_off	p99_us	3	359.0000,553.0000,489.0000	906.0000,922.0000,970.0000	152.3677,66.7269,98.3640	0.1309	26.18%	3		repeatable regression
w2	warm	400	after_off_vs_before_off	cpu_us_per_correct_query	3	41.6667,50.0000,41.6667	41.6667,50.0000,58.3333	0.0000,0.0000,40.0000	0.0000	25.00%	1	2	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3212.0000,3240.0000,3268.0000	3336.0000,3316.0000,3300.0000	3.8605,2.3457,0.9792	0.0086	8192 KiB	0		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	p95_us	3	323.0000,358.0000,399.0000	316.0000,348.0000,278.0000	-2.1672,-2.7933,-30.3258	0.0978	19.55%	0		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	p99_us	3	906.0000,922.0000,970.0000	597.0000,1004.0000,403.0000	-34.1060,8.8937,-58.4536	0.0174	10.00%	0		no repeatable regression under frozen guard
w2	warm	400	after_on_vs_after_off	cpu_us_per_correct_query	3	41.6667,50.0000,58.3333	58.3333,50.0000,50.0000	40.0000,0.0000,-14.2857	0.1667	33.33%	1	2	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3336.0000,3316.0000,3300.0000	4312.0000,4368.0000,4392.0000	29.2566,31.7250,33.0909	0.0048	32768 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p95_us	3	829.0000,663.0000,783.0000	686.0000,643.0000,1404.0000	-17.2497,-3.0166,79.3103	0.0587	11.75%	1		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p99_us	3	1314.0000,962.0000,1256.0000	1019.0000,795.0000,2408.0000	-22.4505,-17.3597,91.7197	0.0462	10.00%	1		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	cpu_us_per_correct_query	3	100.0000,83.3333,116.6667	100.0000,83.3333,166.6667	0.0000,0.0000,42.8571	0.1667	33.33%	1	2	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3136.0000,3236.0000,3276.0000	3260.0000,3252.0000,3248.0000	3.9541,0.4944,-0.8547	0.0124	8192 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p95_us	3	686.0000,643.0000,1404.0000	717.0000,739.0000,867.0000	4.5190,14.9300,-38.2479	0.0627	12.54%	1		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p99_us	3	1019.0000,795.0000,2408.0000	1125.0000,1148.0000,1662.0000	10.4024,44.4025,-30.9801	0.2198	43.96%	1		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	cpu_us_per_correct_query	3	100.0000,83.3333,166.6667	100.0000,116.6667,133.3333	0.0000,40.0000,-20.0000	0.1667	33.33%	1	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3260.0000,3252.0000,3248.0000	3652.0000,3648.0000,3580.0000	12.0245,12.1771,10.2217	0.0012	32768 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p95_us	3	563.0000,675.0000,892.0000	656.0000,679.0000,767.0000	16.5187,0.5926,-14.0135	0.1659	33.19%	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p99_us	3	810.0000,1175.0000,1822.0000	1130.0000,1524.0000,1502.0000	39.5062,29.7021,-17.5631	0.3106	62.13%	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	cpu_us_per_correct_query	3	75.0000,91.6667,116.6667	100.0000,100.0000,116.6667	33.3333,9.0909,0.0000	0.1818	36.36%	0	2	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3204.0000,3304.0000,3344.0000	3328.0000,3320.0000,3316.0000	3.8702,0.4843,-0.8373	0.0121	8192 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p95_us	3	656.0000,679.0000,767.0000	644.0000,554.0000,772.0000	-1.8293,-18.4094,0.6519	0.0339	10.00%	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p99_us	3	1130.0000,1524.0000,1502.0000	1077.0000,756.0000,1594.0000	-4.6903,-50.3937,6.1252	0.0146	10.00%	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	cpu_us_per_correct_query	3	100.0000,100.0000,116.6667	100.0000,83.3333,116.6667	0.0000,-16.6667,0.0000	0.0000	25.00%	0	2	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3328.0000,3320.0000,3316.0000	5420.0000,5408.0000,5348.0000	62.8606,62.8916,61.2786	0.0012	32768 KiB	0		no repeatable regression under frozen guard
