scenario	phase	repetition	variant	pair_position	runner_exit	stage	qps	valid	scheduled	sent	received	correct_on_time	correct_late	wrong_response	protocol_error	transport_error	timeout	sender_shortfall	p50_us	p95_us	p99_us	effective_throughput_qps	cpu_ticks	cpu_us_per_correct_query	rss_peak_kib_sampled	host_load_start	host_load_end
w2	warm	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	148	299	381	200	3	50.0	3292	0.29 0.36 0.27	0.23 0.34 0.27
w2	warm	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	141	317	701	400	6	50.0	3296	0.29 0.36 0.27	0.23 0.34 0.27
w2	cold	2	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	158	322	484	200	3	50.0	3352	0.23 0.34 0.27	0.33 0.35 0.28
w2	warm	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	156	313	487	200	3	50.0	3452	0.23 0.34 0.27	0.33 0.35 0.28
w2	warm	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	141	330	775	400	7	58.333333333333336	4340	0.23 0.34 0.27	0.33 0.35 0.28
w2	cold	2	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	160	301	511	200	2	33.333333333333336	3268	0.33 0.35 0.28	0.35 0.36 0.28
w2	warm	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	146	290	420	200	2	33.333333333333336	3124	0.33 0.35 0.28	0.35 0.36 0.28
w2	warm	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	110	269	472	400	5	41.666666666666664	3124	0.33 0.35 0.28	0.35 0.36 0.28
w2	cold	3	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	180	379	702	200	3	50.0	3400	0.35 0.36 0.28	0.36 0.35 0.28
w2	warm	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	176	336	590	200	3	50.0	3476	0.35 0.36 0.28	0.36 0.35 0.28
w2	warm	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	133	315	559	400	7	58.333333333333336	4400	0.35 0.36 0.28	0.36 0.35 0.28
w2	cold	3	before_off	1	1	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	181	361	788	200	3	50.0	3208	0.36 0.35 0.28	0.22 0.32 0.27
w2	warm	3	before_off	1	1	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	140	299	451	200	2	33.333333333333336	3116	0.36 0.35 0.28	0.22 0.32 0.27
w2	warm	3	before_off	1	1	overload	400	0	1199	1199	1199	1199	0	0	0	0	0	1	111	282	628	399.6666666666667	4	33.36113427856547	3120	0.36 0.35 0.28	0.22 0.32 0.27
w2	cold	3	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	185	376	799	200	3	50.0	3248	0.22 0.32 0.27	0.18 0.30 0.27
w2	warm	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	159	313	420	200	3	50.0	3256	0.22 0.32 0.27	0.18 0.30 0.27
