scenario	phase	repetition	variant	pair_position	runner_exit	stage	qps	valid	scheduled	sent	received	correct_on_time	correct_late	wrong_response	protocol_error	transport_error	timeout	sender_shortfall	p50_us	p95_us	p99_us	effective_throughput_qps	cpu_ticks	cpu_us_per_correct_query	rss_peak_kib_sampled	host_load_start	host_load_end
w1-tcp	main	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	282	572	894	200	7	116.66666666666667	3156	0.16 0.30 0.22	0.19 0.30 0.22
w1-tcp	main	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	189	417	670	400	11	91.66666666666667	3160	0.16 0.30 0.22	0.19 0.30 0.22
w1-tcp	main	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	332	759	1526	200	9	150.0	3224	0.19 0.30 0.22	0.43 0.35 0.23
w1-tcp	main	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	237	550	1183	400	14	116.66666666666667	3228	0.19 0.30 0.22	0.43 0.35 0.23
w1-tcp	main	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	273	538	648	200	7	116.66666666666667	3544	0.43 0.35 0.23	0.31 0.32 0.23
w1-tcp	main	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	239	540	977	400	15	125.0	5364	0.43 0.35 0.23	0.31 0.32 0.23
w1-tcp	main	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	272	503	669	200	7	116.66666666666667	3164	0.31 0.32 0.23	0.29 0.32 0.23
w1-tcp	main	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	201	414	661	400	12	100.0	3172	0.31 0.32 0.23	0.29 0.32 0.23
w1-tcp	main	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	340	636	968	200	8	133.33333333333334	3516	0.29 0.32 0.23	0.22 0.30 0.22
w1-tcp	main	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	226	458	746	400	13	108.33333333333333	5332	0.29 0.32 0.23	0.22 0.30 0.22
w1-tcp	main	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	280	579	974	200	7	116.66666666666667	2996	0.22 0.30 0.22	0.23 0.30 0.22
w1-tcp	main	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	243	547	1106	400	14	116.66666666666667	3000	0.22 0.30 0.22	0.23 0.30 0.22
w1-tcp	main	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	269	502	601	200	7	116.66666666666667	3540	0.23 0.30 0.22	0.23 0.29 0.22
w1-tcp	main	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	207	435	640	400	12	100.0	5360	0.23 0.30 0.22	0.23 0.29 0.22
w1-tcp	main	3	before_off	1	1	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	300	602	1290	200	7	116.66666666666667	3160	0.23 0.29 0.22	0.25 0.30 0.23
w1-tcp	main	3	before_off	1	1	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	218	449	660	400	12	100.0	3164	0.23 0.29 0.22	0.25 0.30 0.23
w1-tcp	main	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	303	570	720	200	8	133.33333333333334	3124	0.25 0.30 0.23	0.25 0.29 0.23
w1-tcp	main	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	225	518	848	400	13	108.33333333333333	3132	0.25 0.30 0.23	0.25 0.29 0.23
w2	cold	1	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	146	289	435	200	2	33.333333333333336	3164	0.25 0.29 0.23	0.27 0.29 0.23
w2	warm	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	170	316	655	200	2	33.333333333333336	3272	0.25 0.29 0.23	0.27 0.29 0.23
w2	warm	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	126	301	513	400	6	50.0	3276	0.25 0.29 0.23	0.27 0.29 0.23
w2	cold	1	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	150	301	408	200	2	33.333333333333336	3188	0.27 0.29 0.23	0.29 0.30 0.23
w2	warm	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	185	346	516	200	3	50.0	3220	0.27 0.29 0.23	0.29 0.30 0.23
w2	warm	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	144	312	573	400	6	50.0	3224	0.27 0.29 0.23	0.29 0.30 0.23
w2	cold	1	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	156	321	533	200	3	50.0	3400	0.29 0.30 0.23	0.32 0.30 0.24
w2	warm	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	173	319	754	200	3	50.0	3472	0.29 0.30 0.23	0.32 0.30 0.24
w2	warm	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	141	309	781	400	5	41.666666666666664	4412	0.29 0.30 0.23	0.32 0.30 0.24
w2	cold	2	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	168	337	428	200	3	50.0	3308	0.32 0.30 0.24	0.36 0.32 0.24
w2	warm	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	178	339	593	200	3	50.0	3300	0.32 0.30 0.24	0.36 0.32 0.24
w2	warm	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	151	360	864	400	6	50.0	3304	0.32 0.30 0.24	0.36 0.32 0.24
w2	cold	2	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	175	337	530	200	3	50.0	3352	0.36 0.32 0.24	0.38 0.32 0.25
w2	warm	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	176	321	416	200	3	50.0	3332	0.36 0.32 0.24	0.38 0.32 0.25
w2	warm	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	143	335	838	400	7	58.333333333333336	4276	0.36 0.32 0.24	0.38 0.32 0.25
w2	cold	2	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	160	312	420	200	3	50.0	3152	0.38 0.32 0.25	0.29 0.31 0.24
w2	warm	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	159	305	425	200	3	50.0	3252	0.38 0.32 0.25	0.29 0.31 0.24
w2	warm	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	137	303	518	400	6	50.0	3252	0.38 0.32 0.25	0.29 0.31 0.24
w2	cold	3	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	161	321	461	200	3	50.0	3448	0.29 0.31 0.24	0.37 0.32 0.25
w2	warm	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	166	312	702	200	3	50.0	3496	0.29 0.31 0.24	0.37 0.32 0.25
w2	warm	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	158	430	1388	400	6	50.0	4440	0.29 0.31 0.24	0.37 0.32 0.25
