scenario	phase	qps	comparison	metric	valid_pairs	control_values	candidate_values	paired_delta_pct	control_relative_mad	guard	pairs_above_guard	tick_resolution_limited_pairs	verdict
w2	warm	200	after_off_vs_before_off	p99_us	3	598.0000,1108.0000,410.0000	1219.0000,942.0000,403.0000	103.8462,-14.9819,-1.7073	0.3144	62.88%	1		no repeatable regression under frozen guard
w2	warm	200	after_off_vs_before_off	cpu_us_per_correct_query	3	33.3333,33.3333,33.3333	50.0000,50.0000,50.0000	50.0000,50.0000,50.0000	0.0000	25.00%	3	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3212.0000,3116.0000,3248.0000	3336.0000,3188.0000,3248.0000	3.8605,2.3107,0.0000	0.0112	8192 KiB	0		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	p95_us	3	402.0000,379.0000,289.0000	400.0000,331.0000,333.0000	-0.4975,-12.6649,15.2249	0.0607	12.14%	1		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	p99_us	3	1219.0000,942.0000,403.0000	892.0000,450.0000,462.0000	-26.8253,-52.2293,14.6402	0.2941	58.81%	0		no repeatable regression under frozen guard
w2	warm	200	after_on_vs_after_off	cpu_us_per_correct_query	3	50.0000,50.0000,50.0000	66.6667,50.0000,50.0000	33.3333,0.0000,0.0000	0.0000	25.00%	1	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w2	warm	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3336.0000,3188.0000,3248.0000	3480.0000,3448.0000,3432.0000	4.3165,8.1556,5.6650	0.0185	32768 KiB	0		no repeatable regression under frozen guard
w2	warm	400	after_off_vs_before_off	p95_us	2	354.0000,305.0000	316.0000,295.0000	-10.7345,-3.2787	0.0744	14.87%	0		inconclusive: fewer than 3 valid pairs
w2	warm	400	after_off_vs_before_off	p99_us	2	1117.0000,622.0000	843.0000,576.0000	-24.5300,-7.3955	0.2846	56.93%	0		inconclusive: fewer than 3 valid pairs
w2	warm	400	after_off_vs_before_off	cpu_us_per_correct_query	2	50.0000,41.6667	50.0000,41.6667	0.0000,0.0000	0.0909	25.00%	0	2	inconclusive: fewer than 3 valid pairs
w2	warm	400	after_off_vs_before_off	rss_peak_kib_sampled	2	3120.0000,3248.0000	3192.0000,3248.0000	2.3077,0.0000	0.0201	8192 KiB	0		inconclusive: fewer than 3 valid pairs
w2	warm	400	after_on_vs_after_off	p95_us	2	316.0000,295.0000	316.0000,311.0000	0.0000,5.4237	0.0344	10.00%	0		inconclusive: fewer than 3 valid pairs
w2	warm	400	after_on_vs_after_off	p99_us	2	843.0000,576.0000	734.0000,741.0000	-12.9300,28.6458	0.1882	37.63%	0		inconclusive: fewer than 3 valid pairs
w2	warm	400	after_on_vs_after_off	cpu_us_per_correct_query	2	50.0000,41.6667	50.0000,58.3333	0.0000,40.0000	0.0909	25.00%	1	1	inconclusive: fewer than 3 valid pairs
w2	warm	400	after_on_vs_after_off	rss_peak_kib_sampled	2	3192.0000,3248.0000	4392.0000,4348.0000	37.5940,33.8670	0.0087	32768 KiB	0		inconclusive: fewer than 3 valid pairs
w3	main	200	after_off_vs_before_off	p95_us	3	668.0000,714.0000,712.0000	706.0000,767.0000,682.0000	5.6886,7.4230,-4.2135	0.0028	10.00%	0		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	p99_us	3	822.0000,1369.0000,1203.0000	916.0000,1750.0000,955.0000	11.4355,27.8305,-20.6151	0.1380	27.60%	1		no repeatable regression under frozen guard
w3	main	200	after_off_vs_before_off	cpu_us_per_correct_query	3	83.3333,100.0000,100.0000	100.0000,116.6667,116.6667	20.0000,16.6667,16.6667	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_off_vs_before_off	rss_peak_kib_sampled	3	3292.0000,3252.0000,3248.0000	3260.0000,3328.0000,3300.0000	-0.9721,2.3370,1.6010	0.0012	8192 KiB	0		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p95_us	3	706.0000,767.0000,682.0000	795.0000,704.0000,708.0000	12.6062,-8.2138,3.8123	0.0340	10.00%	1		no repeatable regression under frozen guard
w3	main	200	after_on_vs_after_off	p99_us	3	916.0000,1750.0000,955.0000	1173.0000,1101.0000,1071.0000	28.0568,-37.0857,12.1466	0.0408	10.00%	2		repeatable regression
w3	main	200	after_on_vs_after_off	cpu_us_per_correct_query	3	100.0000,116.6667,116.6667	116.6667,116.6667,116.6667	16.6667,0.0000,0.0000	0.0000	25.00%	0	3	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	200	after_on_vs_after_off	rss_peak_kib_sampled	3	3260.0000,3328.0000,3300.0000	3656.0000,3640.0000,3668.0000	12.1472,9.3750,11.1515	0.0085	32768 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p95_us	3	591.0000,741.0000,750.0000	1150.0000,761.0000,647.0000	94.5854,2.6991,-13.7333	0.0121	10.00%	1		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	p99_us	3	914.0000,1286.0000,1726.0000	1959.0000,1632.0000,1609.0000	114.3326,26.9051,-6.7787	0.2893	57.85%	1		no repeatable regression under frozen guard
w3	main	400	after_off_vs_before_off	cpu_us_per_correct_query	3	91.6667,100.0000,100.0000	125.0000,116.6667,100.0000	36.3636,16.6667,0.0000	0.0000	25.00%	1	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_off_vs_before_off	rss_peak_kib_sampled	3	3360.0000,3320.0000,3316.0000	3328.0000,3396.0000,3368.0000	-0.9524,2.2892,1.5682	0.0012	8192 KiB	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p95_us	3	1150.0000,761.0000,647.0000	600.0000,614.0000,584.0000	-47.8261,-19.3167,-9.7372	0.1498	29.96%	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	p99_us	3	1959.0000,1632.0000,1609.0000	1022.0000,1260.0000,1000.0000	-47.8305,-22.7941,-37.8496	0.0141	10.00%	0		no repeatable regression under frozen guard
w3	main	400	after_on_vs_after_off	cpu_us_per_correct_query	3	125.0000,116.6667,100.0000	83.3333,91.6667,100.0000	-33.3333,-21.4286,0.0000	0.0714	25.00%	0	1	inconclusive: 100-Hz ticks differ by <2 in one or more pairs
w3	main	400	after_on_vs_after_off	rss_peak_kib_sampled	3	3328.0000,3396.0000,3368.0000	5452.0000,5408.0000,5436.0000	63.8221,59.2462,61.4014	0.0083	32768 KiB	0		no repeatable regression under frozen guard
