scenario	phase	repetition	variant	pair_position	runner_exit	stage	qps	valid	scheduled	sent	received	correct_on_time	correct_late	wrong_response	protocol_error	transport_error	timeout	sender_shortfall	p50_us	p95_us	p99_us	effective_throughput_qps	cpu_ticks	cpu_us_per_correct_query	rss_peak_kib_sampled	host_load_start	host_load_end
w1-tcp	main	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	261	628	1237	400	14	116.66666666666667	3076	0.50 0.28 0.17	0.55 0.31 0.18
w1-tcp	main	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	260	469	644	200	6	100.0	3168	0.55 0.31 0.18	0.45 0.30 0.18
w1-tcp	main	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	193	412	612	400	12	100.0	3168	0.55 0.31 0.18	0.45 0.30 0.18
w1-tcp	main	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	298	545	736	200	7	116.66666666666667	3128	0.45 0.30 0.18	0.56 0.34 0.19
w1-tcp	main	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	189	390	563	400	10	83.33333333333333	3128	0.45 0.30 0.18	0.56 0.34 0.19
w1-tcp	main	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	284	532	805	200	7	116.66666666666667	3068	0.56 0.34 0.19	0.67 0.38 0.21
w1-tcp	main	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	342	811	1336	400	16	133.33333333333334	3072	0.56 0.34 0.19	0.67 0.38 0.21
w2	cold	1	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	181	340	601	200	3	50.0	3288	0.67 0.38 0.21	0.60 0.39 0.22
w2	warm	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	186	354	690	200	3	50.0	3264	0.67 0.38 0.21	0.60 0.39 0.22
w2	warm	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	150	356	1013	400	5	41.666666666666664	3268	0.67 0.38 0.21	0.60 0.39 0.22
w2	cold	1	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	206	446	824	200	3	50.0	3196	0.60 0.39 0.22	0.42 0.37 0.22
w2	warm	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	210	471	1067	200	3	50.0	3180	0.60 0.39 0.22	0.42 0.37 0.22
w2	warm	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	179	462	1306	400	6	50.0	3180	0.60 0.39 0.22	0.42 0.37 0.22
w2	cold	1	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	188	393	1012	200	3	50.0	3124	0.42 0.37 0.22	0.28 0.34 0.21
w2	warm	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	194	378	533	200	4	66.66666666666667	3192	0.42 0.37 0.22	0.28 0.34 0.21
w2	warm	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	118	271	422	400	5	41.666666666666664	3192	0.42 0.37 0.22	0.28 0.34 0.21
w2	cold	2	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	154	305	396	200	2	33.333333333333336	3128	0.28 0.34 0.21	0.33 0.34 0.21
w2	warm	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	183	332	761	200	3	50.0	3168	0.28 0.34 0.21	0.33 0.34 0.21
w2	warm	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	113	272	447	400	6	50.0	3168	0.28 0.34 0.21	0.33 0.34 0.21
w2	cold	2	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	168	312	516	200	2	33.333333333333336	3120	0.33 0.34 0.21	0.20 0.30 0.20
w2	warm	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	199	365	901	200	3	50.0	3288	0.33 0.34 0.21	0.20 0.30 0.20
w2	warm	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	136	315	496	400	5	41.666666666666664	3288	0.33 0.34 0.21	0.20 0.30 0.20
w2	cold	2	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	141	293	358	200	2	33.333333333333336	3120	0.20 0.30 0.20	0.19 0.29 0.20
w2	warm	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	187	346	667	200	3	50.0	3240	0.20 0.30 0.20	0.19 0.29 0.20
w2	warm	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	141	306	714	400	5	41.666666666666664	3240	0.20 0.30 0.20	0.19 0.29 0.20
w2	cold	3	after_on	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	139	305	374	200	2	33.333333333333336	3236	0.19 0.29 0.20	0.26 0.30 0.20
w2	warm	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	178	336	692	200	3	50.0	3276	0.19 0.29 0.20	0.26 0.30 0.20
w2	warm	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	121	301	664	400	5	41.666666666666664	3276	0.19 0.29 0.20	0.26 0.30 0.20
w2	cold	3	before_off	1	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	158	291	435	200	2	33.333333333333336	3240	0.26 0.30 0.20	0.42 0.33 0.22
w2	warm	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	168	333	772	200	3	50.0	3196	0.26 0.30 0.20	0.42 0.33 0.22
w2	warm	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	114	270	509	400	5	41.666666666666664	3196	0.26 0.30 0.20	0.42 0.33 0.22
w2	cold	3	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	170	315	603	200	3	50.0	3192	0.42 0.33 0.22	0.33 0.32 0.21
w2	warm	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	172	313	467	200	2	33.333333333333336	3288	0.42 0.33 0.22	0.33 0.32 0.21
w2	warm	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	138	300	722	400	6	50.0	3288	0.42 0.33 0.22	0.33 0.32 0.21
w3	main	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	339	651	915	200	6	100.0	3192	0.33 0.32 0.21	0.24 0.30 0.21
w3	main	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	259	577	1070	400	11	91.66666666666667	3260	0.33 0.32 0.21	0.24 0.30 0.21
w3	main	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	395	789	1543	200	6	100.0	3284	0.24 0.30 0.21	0.21 0.29 0.21
w3	main	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	376	824	1715	400	14	116.66666666666667	3352	0.24 0.30 0.21	0.21 0.29 0.21
w3	main	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	423	885	1247	200	8	133.33333333333334	3284	0.21 0.29 0.21	0.29 0.30 0.21
w3	main	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	269	583	962	400	11	91.66666666666667	3352	0.21 0.29 0.21	0.29 0.30 0.21
w3	main	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	384	734	1188	200	6	100.0	3236	0.29 0.30 0.21	0.49 0.34 0.23
w3	main	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	346	730	1204	400	14	116.66666666666667	3304	0.29 0.30 0.21	0.49 0.34 0.23
w3	main	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	323	669	853	200	6	100.0	3260	0.49 0.34 0.23	0.52 0.37 0.24
w3	main	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	273	617	957	400	10	83.33333333333333	3324	0.49 0.34 0.23	0.52 0.37 0.24
w3	main	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	355	654	1203	200	6	100.0	3236	0.52 0.37 0.24	0.37 0.34 0.23
w3	main	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	337	697	1275	400	13	108.33333333333333	3304	0.52 0.37 0.24	0.37 0.34 0.23
w3	main	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	349	722	1253	200	6	100.0	3276	0.37 0.34 0.23	0.48 0.37 0.24
w3	main	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	247	538	1104	400	10	83.33333333333333	3344	0.37 0.34 0.23	0.48 0.37 0.24
w3	main	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	353	667	852	200	6	100.0	3236	0.48 0.37 0.24	0.31 0.34 0.24
w3	main	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	331	702	1074	400	13	108.33333333333333	3236	0.48 0.37 0.24	0.31 0.34 0.24
w3	main	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	330	689	989	200	6	100.0	3268	0.31 0.34 0.24	0.22 0.31 0.23
w3	main	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	265	569	924	400	10	83.33333333333333	3336	0.31 0.34 0.24	0.22 0.31 0.23
